COMP_TYPE,COMP_LOC,YEAR,RACE_DATE,RACE_TEMP,RACE_HUMID,M_W,EVENT,STAGE,RACE_NB,ATHLETE_NAME,ATHLETE_COUNTRY,ATHLETE_AGE,100M,200M,300M,400M,500M,600M,700M,800M
outdoor,Oregon (USA),2022,20 July 2022,33,35,men,800-metres,heats,4.0,Tony VAN DIEPEN,NED,26.0,13.13,25.88,40.39,54.67,1:07.96,1:20.76,1:33.47,1:46.59
outdoor,Oregon (USA),2022,20 July 2022,33,35,men,800-metres,heats,4.0,Abdessalem AYOUNI,TUN,28.0,12.95,26.11,40.79,55.02,1:08.35,1:21.22,1:33.92,1:46.59
outdoor,Oregon (USA),2022,20 July 2022,33,35,men,800-metres,heats,4.0,Adrián BEN,ESP,24.0,13.11,25.88,40.25,54.54,1:07.60,1:20.63,1:33.45,1:46.71
outdoor,Oregon (USA),2022,20 July 2022,33,35,men,800-metres,heats,4.0,Brandon MILLER,USA,19.0,13.08,26.10,40.38,54.65,1:07.77,1:20.85,1:33.95,1:47.29
outdoor,Oregon (USA),2022,20 July 2022,33,35,men,800-metres,heats,4.0,Tshepo TSHITE,RSA,26.0,13.03,25.96,40.64,54.94,1:08.30,1:21.21,1:34.21,1:47.61
outdoor,Oregon (USA),2022,20 July 2022,33,35,men,800-metres,heats,4.0,Brad MATHAS,NZL,29.0,13.05,25.85,40.22,54.46,1:07.55,1:20.62,1:33.61,1:47.70
outdoor,Oregon (USA),2022,20 July 2022,32,35,men,800-metres,heats,5.0,Marco AROP,CAN,24.0,13.10,24.80,38.27,51.60,1:05.03,1:17.96,1:31.10,1:44.56
outdoor,Oregon (USA),2022,20 July 2022,32,35,men,800-metres,heats,5.0,Jesus Tonatiu LOPEZ,MEX,25.0,12.75,25.09,38.59,51.95,1:05.61,1:18.02,1:31.28,1:44.67
outdoor,Oregon (USA),2022,20 July 2022,32,35,men,800-metres,heats,5.0,Mark ENGLISH,IRL,29.0,12.93,24.82,38.13,51.55,1:04.95,1:18.00,1:31.29,1:44.76
outdoor,Oregon (USA),2022,20 July 2022,32,35,men,800-metres,heats,5.0,Cătălin TECUCEANU,ITA,23.0,12.80,25.04,38.39,51.80,1:05.54,1:19.02,1:32.05,1:44.83
outdoor,Oregon (USA),2022,20 July 2022,32,35,men,800-metres,heats,5.0,Noah KIBET,KEN,18.0,13.06,25.14,38.47,51.84,1:05.25,1:18.13,1:31.57,1:45.41
outdoor,Oregon (USA),2022,20 July 2022,32,35,men,800-metres,heats,5.0,Andreas KRAMER,SWE,25.0,12.80,24.83,38.08,51.47,1:04.88,1:18.10,1:31.94,1:45.77
outdoor,Oregon (USA),2022,20 July 2022,32,35,men,800-metres,heats,5.0,Yassine HETHAT,ALG,31.0,12.85,24.88,38.29,51.72,1:05.20,1:18.33,1:31.88,1:46.05
outdoor,Oregon (USA),2022,20 July 2022,32,35,men,800-metres,heats,6.0,Slimane MOULA,ALG,23.0,13.07,25.90,39.02,51.80,1:05.01,1:18.47,1:32.04,1:44.90
outdoor,Oregon (USA),2022,20 July 2022,32,35,men,800-metres,heats,6.0,Wyclife Kinyamal KISASY,KEN,25.0,13.15,26.05,39.07,51.56,1:04.29,1:17.78,1:31.54,1:45.08
outdoor,Oregon (USA),2022,20 July 2022,32,35,men,800-metres,heats,6.0,Abdelati EL GUESSE,MAR,29.0,13.26,26.07,39.38,52.00,1:05.13,1:18.48,1:31.89,1:45.25
outdoor,Oregon (USA),2022,20 July 2022,32,35,men,800-metres,heats,6.0,Daniel ROWDEN,GBR,25.0,13.05,25.61,38.22,50.81,1:03.91,1:17.50,1:31.49,1:45.53
outdoor,Oregon (USA),2022,20 July 2022,32,35,men,800-metres,heats,6.0,Tolesa BODENA,ETH,22.0,13.23,25.85,38.74,51.43,1:04.63,1:17.89,1:31.90,1:45.81
outdoor,Oregon (USA),2022,20 July 2022,32,35,men,800-metres,heats,6.0,Patryk DOBEK,POL,28.0,13.40,25.98,39.19,51.59,1:04.81,1:17.93,1:31.93,1:46.80
outdoor,Oregon (USA),2022,20 July 2022,32,35,men,800-metres,heats,6.0,Žan RUDOLF,SLO,29.0,13.10,25.67,38.50,51.45,1:05.27,1:19.38,1:34.02,1:49.87
outdoor,Oregon (USA),2022,21 July 2022,28,51,women,800-metres,heats,1.0,Diribe WELTEJI,ETH,20.0,14.01,27.96,42.75,57.57,1:12.66,1:27.74,1:43.20,1:58.83
outdoor,Oregon (USA),2022,21 July 2022,28,51,women,800-metres,heats,1.0,Jemma REEKIE,GBR,24.0,13.97,28.19,43.28,58.28,1:13.49,1:28.53,1:43.68,1:59.09
outdoor,Oregon (USA),2022,21 July 2022,28,51,women,800-metres,heats,1.0,Adelle TRACEY,JAM,29.0,14.39,28.25,43.46,58.56,1:13.76,1:28.75,1:43.90,1:59.20
outdoor,Oregon (USA),2022,21 July 2022,28,51,women,800-metres,heats,1.0,Lindsey BUTTERWORTH,CAN,30.0,14.54,28.20,43.47,58.60,1:13.94,1:29.09,1:44.80,2:00.81
outdoor,Oregon (USA),2022,21 July 2022,28,51,women,800-metres,heats,1.0,Jarinter Mawia MWASYA,KEN,26.0,14.08,28.08,43.23,58.21,1:13.44,1:28.83,1:45.30,2:02.35
outdoor,Oregon (USA),2022,21 July 2022,28,51,women,800-metres,heats,1.0,Eveliina MÄÄTTÄNEN,FIN,27.0,14.49,28.02,43.05,58.10,1:13.57,1:28.91,1:44.81,2:02.68
outdoor,Oregon (USA),2022,21 July 2022,28,51,women,800-metres,heats,1.0,Déborah RODRÍGUEZ,URU,30.0,14.18,28.35,43.75,58.62,1:14.26,1:29.73,1:46.34,2:03.04
outdoor,Oregon (USA),2022,21 July 2022,28,51,women,800-metres,heats,1.0,Mariela Luisa REAL,MEX,29.0,14.30,28.41,43.83,59.12,1:14.69,1:30.34,1:46.44,2:03.24
outdoor,Oregon (USA),2022,21 July 2022,28,51,women,800-metres,heats,2.0,Keely HODGKINSON,GBR,20.0,14.04,27.93,42.80,58.07,1:13.59,1:29.53,1:45.02,2:00.88
outdoor,Oregon (USA),2022,21 July 2022,28,51,women,800-metres,heats,2.0,Anita HORVAT,SLO,26.0,14.26,28.14,42.99,58.26,1:13.85,1:29.69,1:45.63,2:01.48
outdoor,Oregon (USA),2022,21 July 2022,28,51,women,800-metres,heats,2.0,Lore HOFFMANN,SUI,26.0,14.83,28.83,43.12,58.36,1:14.01,1:29.87,1:45.75,2:01.63
outdoor,Oregon (USA),2022,21 July 2022,28,51,women,800-metres,heats,2.0,Christina HERING,GER,28.0,14.11,28.09,42.98,58.17,1:13.79,1:29.74,1:45.49,2:01.63
outdoor,Oregon (USA),2022,21 July 2022,28,51,women,800-metres,heats,2.0,Gayanthika ARTIGALA,SRI,36.0,14.45,28.29,43.26,58.65,1:14.49,1:30.75,1:46.37,2:02.35
outdoor,Oregon (USA),2022,21 July 2022,28,51,women,800-metres,heats,2.0,Elena BELLÒ,ITA,26.0,14.51,28.06,42.81,58.10,1:13.66,1:29.65,1:45.42,2:02.78
outdoor,Oregon (USA),2022,21 July 2022,28,51,women,800-metres,heats,3.0,Athing MU,USA,20.0,13.77,28.16,44.27,1:00.37,1:16.08,1:31.41,1:46.70,2:01.30
outdoor,Oregon (USA),2022,21 July 2022,28,51,women,800-metres,heats,3.0,Halimah NAKAAYI,UGA,28.0,13.88,28.23,44.46,1:00.45,1:16.15,1:31.61,1:46.75,2:01.41
outdoor,Oregon (USA),2022,21 July 2022,28,51,women,800-metres,heats,3.0,Ellie BAKER,GBR,24.0,13.94,28.38,44.73,1:00.90,1:16.55,1:31.74,1:46.93,2:01.72
outdoor,Oregon (USA),2022,21 July 2022,28,51,women,800-metres,heats,3.0,Rose Mary ALMANZA,CUB,30.0,13.72,28.19,44.34,1:00.58,1:16.23,1:31.72,1:46.83,2:01.96
outdoor,Oregon (USA),2022,21 July 2022,28,51,women,800-metres,heats,3.0,Olha LYAKHOVA,UKR,30.0,13.87,28.39,44.84,1:00.95,1:16.99,1:32.19,1:47.02,2:02.16
outdoor,Oregon (USA),2022,21 July 2022,28,51,women,800-metres,heats,3.0,Assia RAZIKI,MAR,26.0,13.75,28.29,44.61,1:00.72,1:16.63,1:32.10,1:47.97,2:03.77
outdoor,Oregon (USA),2022,21 July 2022,28,51,women,800-metres,heats,3.0,Tess KIRSOPP-COLE,AUS,23.0,14.10,28.31,44.59,1:00.67,1:16.68,1:31.97,1:48.21,2:05.74
outdoor,Oregon (USA),2022,21 July 2022,28,51,women,800-metres,heats,4.0,Renelle LAMOTE,FRA,29.0,14.29,27.71,43.14,59.01,1:14.99,1:30.32,1:45.65,2:00.71
outdoor,Oregon (USA),2022,21 July 2022,28,51,women,800-metres,heats,4.0,Freweyni HAILU,ETH,21.0,14.71,28.89,43.99,59.22,1:15.28,1:30.59,1:46.09,2:00.93
outdoor,Oregon (USA),2022,21 July 2022,28,51,women,800-metres,heats,4.0,Ajee WILSON,USA,28.0,13.72,27.69,43.07,58.94,1:14.97,1:30.35,1:45.95,2:01.02
outdoor,Oregon (USA),2022,21 July 2022,28,51,women,800-metres,heats,4.0,Alexandra BELL,GBR,30.0,14.11,27.76,43.25,59.03,1:15.02,1:30.37,1:45.77,2:01.25
outdoor,Oregon (USA),2022,21 July 2022,28,51,women,800-metres,heats,4.0,Naomi KORIR,KEN,24.0,14.32,28.36,43.69,59.86,1:15.72,1:30.80,1:46.38,2:01.61
outdoor,Oregon (USA),2022,21 July 2022,28,51,women,800-metres,heats,4.0,Shafiqua MALONEY,VIN,23.0,14.08,28.05,43.48,59.40,1:15.58,1:31.15,1:46.81,2:03.00
outdoor,Oregon (USA),2022,21 July 2022,28,51,women,800-metres,heats,4.0,Addy TOWNSEND,CAN,25.0,14.16,27.97,43.48,59.52,1:15.41,1:31.10,1:46.73,2:03.79
outdoor,Oregon (USA),2022,21 July 2022,28,51,women,800-metres,heats,5.0,Raevyn ROGERS,USA,26.0,13.88,28.14,44.88,1:01.15,1:16.96,1:32.61,1:47.43,2:01.36
outdoor,Oregon (USA),2022,21 July 2022,28,51,women,800-metres,heats,5.0,Habitam ALEMU,ETH,25.0,14.08,28.05,44.35,1:00.74,1:16.70,1:32.09,1:46.92,2:01.37
outdoor,Oregon (USA),2022,21 July 2022,28,51,women,800-metres,heats,5.0,Noélie YARIGO,BEN,37.0,13.80,28.01,44.64,1:00.94,1:16.86,1:32.23,1:47.02,2:01.58
outdoor,Oregon (USA),2022,21 July 2022,28,51,women,800-metres,heats,5.0,Prudence SEKGODISO,RSA,21.0,13.96,28.01,44.69,1:01.00,1:16.91,1:32.08,1:47.01,2:01.60
outdoor,Oregon (USA),2022,21 July 2022,28,51,women,800-metres,heats,5.0,Chrisann GORDON-POWELL,JAM,28.0,13.93,27.96,44.54,1:00.80,1:16.71,1:32.14,1:47.18,2:01.91
outdoor,Oregon (USA),2022,21 July 2022,28,51,women,800-metres,heats,5.0,Madeleine KELLY,CAN,27.0,14.21,28.35,45.00,1:01.35,1:17.20,1:32.68,1:47.79,2:02.71
outdoor,Oregon (USA),2022,21 July 2022,28,51,women,800-metres,heats,5.0,Vanessa SCAUNET,BEL,26.0,14.30,28.87,45.25,1:01.49,1:17.33,1:32.93,1:48.23,2:04.07
outdoor,Oregon (USA),2022,21 July 2022,28,51,women,800-metres,heats,5.0,Claudia HOLLINGSWORTH,AUS,17.0,13.99,28.18,44.86,1:01.23,1:17.11,1:32.73,1:48.26,2:04.11
outdoor,Oregon (USA),2022,21 July 2022,28,51,women,800-metres,heats,6.0,Natoya GOULE,JAM,31.0,14.28,28.25,43.28,58.97,1:14.94,1:30.17,1:45.18,2:00.06
outdoor,Oregon (USA),2022,21 July 2022,28,51,women,800-metres,heats,6.0,Mary MORAA,KEN,22.0,13.39,26.80,42.47,58.99,1:14.91,1:30.50,1:45.57,2:00.42
outdoor,Oregon (USA),2022,21 July 2022,28,51,women,800-metres,heats,6.0,Anna WIELGOSZ,POL,29.0,14.63,28.36,43.43,59.22,1:15.20,1:30.68,1:45.75,2:00.79
outdoor,Oregon (USA),2022,21 July 2022,28,51,women,800-metres,heats,6.0,Majtie KOLBERG,GER,23.0,14.41,28.37,43.36,59.13,1:15.10,1:30.58,1:45.62,2:01.21
outdoor,Oregon (USA),2022,21 July 2022,28,51,women,800-metres,heats,6.0,Louise SHANAHAN,IRL,25.0,14.36,28.51,43.54,59.36,1:15.33,1:30.78,1:46.02,2:01.71
outdoor,Oregon (USA),2022,21 July 2022,28,51,women,800-metres,heats,6.0,Jerneja SMONKAR,SLO,30.0,14.48,28.60,43.71,59.54,1:15.50,1:31.17,1:46.83,2:02.48
outdoor,Oregon (USA),2022,21 July 2022,28,51,women,800-metres,heats,6.0,Nozomi TANAKA,JPN,23.0,15.29,29.55,44.38,59.44,1:15.28,1:30.97,1:47.21,2:03.56
outdoor,Oregon (USA),2022,21 July 2022,28,51,women,800-metres,heats,6.0,Hedda HYNNE,NOR,32.0,14.60,28.58,43.60,59.45,1:15.41,1:31.06,1:47.73,2:06.27
outdoor,Oregon (USA),2022,21 July 2022,28,51,men,800-metres,semi-final,1.0,Emmanuel Kipkurui KORIR,KEN,27.0,13.14,25.09,39.79,53.32,1:06.58,1:19.41,1:32.50,1:45.38
outdoor,Oregon (USA),2022,21 July 2022,28,51,men,800-metres,semi-final,1.0,Wyclife Kinyamal KISASY,KEN,25.0,12.77,24.88,39.44,52.92,1:06.13,1:19.02,1:32.03,1:45.49
outdoor,Oregon (USA),2022,21 July 2022,28,51,men,800-metres,semi-final,1.0,Peter BOL,AUS,28.0,12.75,24.90,39.45,53.05,1:06.24,1:19.07,1:32.12,1:45.58
outdoor,Oregon (USA),2022,21 July 2022,28,51,men,800-metres,semi-final,1.0,Kyle LANGFORD,GBR,26.0,12.95,25.07,39.71,53.34,1:06.85,1:20.00,1:33.04,1:45.91
outdoor,Oregon (USA),2022,21 July 2022,28,51,men,800-metres,semi-final,1.0,Jesus Tonatiu LOPEZ,MEX,25.0,12.71,24.98,39.47,53.16,1:06.67,1:19.80,1:32.74,1:46.17
outdoor,Oregon (USA),2022,21 July 2022,28,51,men,800-metres,semi-final,1.0,Tony VAN DIEPEN,NED,26.0,12.82,24.96,39.63,53.14,1:06.42,1:19.48,1:32.51,1:46.70
outdoor,Oregon (USA),2022,21 July 2022,28,51,men,800-metres,semi-final,1.0,Elhassane MOUJAHID,MAR,22.0,13.52,25.61,39.66,53.31,1:06.50,1:19.35,1:32.75,1:47.18
outdoor,Oregon (USA),2022,21 July 2022,28,51,men,800-metres,semi-final,2.0,Djamel SEDJATI,ALG,23.0,13.19,25.26,39.19,52.70,1:06.09,1:19.32,1:32.28,1:45.44
outdoor,Oregon (USA),2022,21 July 2022,28,51,men,800-metres,semi-final,2.0,Gabriel TUAL,FRA,24.0,12.81,25.08,38.47,52.07,1:05.78,1:19.15,1:32.39,1:45.53
outdoor,Oregon (USA),2022,21 July 2022,28,51,men,800-metres,semi-final,2.0,Daniel ROWDEN,GBR,25.0,13.09,25.18,38.84,52.31,1:05.89,1:19.23,1:32.83,1:46.27
outdoor,Oregon (USA),2022,21 July 2022,28,51,men,800-metres,semi-final,2.0,Cătălin TECUCEANU,ITA,23.0,13.11,25.35,39.28,52.98,1:06.67,1:20.17,1:33.41,1:46.31
outdoor,Oregon (USA),2022,21 July 2022,28,51,men,800-metres,semi-final,2.0,Moad ZAHAFI,MAR,24.0,12.81,24.98,38.73,52.33,1:06.03,1:19.24,1:32.53,1:46.35
outdoor,Oregon (USA),2022,21 July 2022,28,51,men,800-metres,semi-final,2.0,Mariano GARCÍA,ESP,25.0,13.02,25.05,38.96,52.19,1:05.68,1:18.95,1:32.30,1:46.70
outdoor,Oregon (USA),2022,21 July 2022,28,51,men,800-metres,semi-final,2.0,Andreas KRAMER,SWE,25.0,12.89,24.92,38.30,51.91,1:05.63,1:19.12,1:32.57,1:46.71
outdoor,Oregon (USA),2022,21 July 2022,28,51,men,800-metres,semi-final,2.0,Noah KIBET,KEN,18.0,12.79,24.95,38.36,52.02,1:05.60,1:18.98,1:32.31,1:47.15
outdoor,Oregon (USA),2022,21 July 2022,25,57,men,800-metres,semi-final,3.0,Slimane MOULA,ALG,23.0,12.95,25.37,38.61,52.24,1:06.00,1:19.47,1:32.33,1:44.89
outdoor,Oregon (USA),2022,21 July 2022,25,57,men,800-metres,semi-final,3.0,Marco AROP,CAN,24.0,13.56,25.86,39.27,52.44,1:05.93,1:18.98,1:31.79,1:45.12
outdoor,Oregon (USA),2022,21 July 2022,25,57,men,800-metres,semi-final,3.0,Emmanuel WANYONYI,KEN,18.0,12.89,25.23,38.40,52.06,1:05.90,1:18.97,1:32.26,1:45.42
outdoor,Oregon (USA),2022,21 July 2022,25,57,men,800-metres,semi-final,3.0,Benjamin ROBERT,FRA,25.0,12.96,25.35,39.11,52.65,1:06.34,1:19.79,1:32.77,1:45.67
outdoor,Oregon (USA),2022,21 July 2022,25,57,men,800-metres,semi-final,3.0,Mark ENGLISH,IRL,29.0,12.98,25.32,38.75,52.33,1:06.14,1:19.48,1:32.60,1:45.78
outdoor,Oregon (USA),2022,21 July 2022,25,57,men,800-metres,semi-final,3.0,Abdessalem AYOUNI,TUN,28.0,13.00,25.43,39.03,52.51,1:06.26,1:19.62,1:32.69,1:46.08
outdoor,Oregon (USA),2022,21 July 2022,25,57,men,800-metres,semi-final,3.0,Álvaro DE ARRIBA,ESP,28.0,13.15,25.72,39.18,52.80,1:06.52,1:19.87,1:32.93,1:46.30
outdoor,Oregon (USA),2022,21 July 2022,25,57,men,800-metres,semi-final,3.0,Abdelati EL GUESSE,MAR,29.0,13.80,26.22,39.59,52.72,1:06.62,1:20.06,1:33.38,1:46.46
outdoor,Oregon (USA),2022,22 July 2022,25,50,women,800-metres,semi-final,1.0,Mary MORAA,KEN,22.0,13.90,27.51,43.18,59.00,1:14.79,1:30.00,1:45.14,1:59.65
outdoor,Oregon (USA),2022,22 July 2022,25,50,women,800-metres,semi-final,1.0,Ajee WILSON,USA,28.0,13.99,27.98,43.43,59.30,1:15.21,1:30.10,1:45.24,1:59.97
outdoor,Oregon (USA),2022,22 July 2022,25,50,women,800-metres,semi-final,1.0,Adelle TRACEY,JAM,29.0,14.20,28.14,43.76,59.68,1:15.57,1:30.47,1:45.64,2:00.21
outdoor,Oregon (USA),2022,22 July 2022,25,50,women,800-metres,semi-final,1.0,Habitam ALEMU,ETH,25.0,14.00,28.14,43.66,59.55,1:15.42,1:30.16,1:45.30,2:00.37
outdoor,Oregon (USA),2022,22 July 2022,25,50,women,800-metres,semi-final,1.0,Jemma REEKIE,GBR,24.0,13.88,27.94,43.49,59.40,1:15.31,1:30.30,1:45.42,2:00.43
outdoor,Oregon (USA),2022,22 July 2022,25,50,women,800-metres,semi-final,1.0,Renelle LAMOTE,FRA,29.0,14.03,27.96,43.23,59.09,1:14.96,1:30.14,1:45.55,2:00.86
outdoor,Oregon (USA),2022,22 July 2022,25,50,women,800-metres,semi-final,1.0,Lindsey BUTTERWORTH,CAN,30.0,14.44,28.02,43.61,59.49,1:15.45,1:31.03,1:46.07,2:01.39
outdoor,Oregon (USA),2022,22 July 2022,25,50,women,800-metres,semi-final,1.0,Christina HERING,GER,28.0,13.88,27.67,43.26,59.16,1:15.11,1:30.33,1:45.96,2:01.57
outdoor,Oregon (USA),2022,22 July 2022,25,50,women,800-metres,semi-final,2.0,Keely HODGKINSON,GBR,20.0,13.73,27.56,42.51,58.12,1:13.46,1:28.94,1:43.88,1:58.51
outdoor,Oregon (USA),2022,22 July 2022,25,50,women,800-metres,semi-final,2.0,Natoya GOULE,JAM,31.0,13.89,28.04,43.20,58.28,1:13.45,1:28.94,1:43.89,1:58.73
outdoor,Oregon (USA),2022,22 July 2022,25,50,women,800-metres,semi-final,2.0,Raevyn ROGERS,USA,26.0,13.81,27.67,42.69,58.34,1:13.75,1:29.09,1:44.18,1:58.77
outdoor,Oregon (USA),2022,22 July 2022,25,50,women,800-metres,semi-final,2.0,Freweyni HAILU,ETH,21.0,14.24,28.89,43.65,58.68,1:14.39,1:29.43,1:44.97,2:00.11
outdoor,Oregon (USA),2022,22 July 2022,25,50,women,800-metres,semi-final,2.0,Anna WIELGOSZ,POL,29.0,14.20,28.14,43.45,58.62,1:13.92,1:29.38,1:44.79,2:00.51
outdoor,Oregon (USA),2022,22 July 2022,25,50,women,800-metres,semi-final,2.0,Majtie KOLBERG,GER,23.0,13.99,28.07,42.87,58.49,1:14.08,1:29.68,1:45.41,2:01.36
outdoor,Oregon (USA),2022,22 July 2022,25,50,women,800-metres,semi-final,2.0,Noélie YARIGO,BEN,37.0,13.89,27.72,42.72,58.21,1:13.81,1:29.35,1:45.25,2:01.52
outdoor,Oregon (USA),2022,22 July 2022,25,50,women,800-metres,semi-final,2.0,Ellie BAKER,GBR,24.0,13.86,27.46,42.53,58.16,1:13.55,1:29.03,1:45.09,2:02.77
outdoor,Oregon (USA),2022,22 July 2022,25,50,women,800-metres,semi-final,2.0,Catriona BISSET,AUS,28.0,13.86,27.44,42.16,57.33,1:13.01,1:29.25,1:46.60,2:05.20
outdoor,Oregon (USA),2022,22 July 2022,25,50,women,800-metres,semi-final,3.0,Athing MU,USA,20.0,13.92,27.62,42.44,57.32,1:11.95,1:27.14,1:42.41,1:58.12
outdoor,Oregon (USA),2022,22 July 2022,25,50,women,800-metres,semi-final,3.0,Diribe WELTEJI,ETH,20.0,13.82,27.57,42.41,57.10,1:11.93,1:27.15,1:42.46,1:58.16
outdoor,Oregon (USA),2022,22 July 2022,25,50,women,800-metres,semi-final,3.0,Anita HORVAT,SLO,26.0,13.97,27.81,42.70,57.56,1:12.79,1:28.09,1:43.61,1:59.60
outdoor,Oregon (USA),2022,22 July 2022,25,50,women,800-metres,semi-final,3.0,Lore HOFFMANN,SUI,26.0,14.86,29.30,43.80,58.55,1:13.41,1:28.38,1:43.86,1:59.88
outdoor,Oregon (USA),2022,22 July 2022,25,50,women,800-metres,semi-final,3.0,Prudence SEKGODISO,RSA,21.0,13.81,27.92,42.87,58.18,1:13.26,1:28.22,1:43.76,2:00.01
outdoor,Oregon (USA),2022,22 July 2022,25,50,women,800-metres,semi-final,3.0,Elena BELLÒ,ITA,26.0,14.10,27.94,42.93,57.82,1:13.06,1:28.44,1:44.14,2:00.34
outdoor,Oregon (USA),2022,22 July 2022,25,50,women,800-metres,semi-final,3.0,Alexandra BELL,GBR,30.0,14.04,27.66,42.59,57.60,1:12.75,1:28.34,1:44.29,2:00.82
outdoor,Oregon (USA),2022,22 July 2022,25,50,women,800-metres,semi-final,3.0,Halimah NAKAAYI,UGA,28.0,13.70,27.72,42.75,57.73,1:12.91,1:28.20,1:44.17,2:01.05
outdoor,Oregon (USA),2022,22 July 2022,25,50,women,800-metres,semi-final,3.0,Naomi KORIR,KEN,24.0,14.19,28.27,43.20,58.57,1:14.66,1:30.72,1:46.87,2:03.08
