COMP_TYPE,COMP_LOC,YEAR,RACE_DATE,RACE_TEMP,RACE_HUMID,M_W,EVENT,STAGE,RACE_NB,ATHLETE_NAME,ATHLETE_COUNTRY,ATHLETE_AGE,100M,200M,300M,400M,500M,600M,700M,800M,900M,1000M,1100M,1200M,1300M,1400M,1500M,1600M,1700M,1800M,1900M,2000M,2100M,2200M,2300M,2400M,2500M,2600M,2700M,2800M,2900M,3000M,3100M,3200M,3300M,3400M,3500M,3600M,3700M,3800M,3900M,4000M,4100M,4200M,4300M,4400M,4500M,4600M,4700M,4800M,4900M,5000M
outdoor,Oregon (USA),2022,23 July 2022,25,43,women,5000-metres,final,1.0,Eilish MCCOLGAN,GBR,32.0,17.49,36.37,57.23,1:18.21,1:39.59,1:59.98,2:21.76,2:40.84,2:59.06,3:16.15,3:33.16,3:49.92,4:07.05,4:23.75,4:41.06,4:58.57,5:16.64,5:34.53,5:52.00,6:09.58,6:27.32,6:44.16,7:01.47,7:18.85,7:36.57,7:54.24,8:12.29,8:29.75,8:47.36,9:04.66,9:22.53,9:40.33,9:58.07,10:15.89,10:33.92,10:52.32,11:10.74,11:28.84,11:47.16,12:05.31,12:23.50,12:41.57,12:59.73,13:18.35,13:36.79,13:54.26,14:11.67,14:29.03,14:45.96,15:03.03
outdoor,Oregon (USA),2022,23 July 2022,25,43,women,5000-metres,final,1.0,Nozomi TANAKA,JPN,23.0,17.22,36.09,56.94,1:18.15,1:39.44,1:59.81,2:21.58,2:40.60,2:58.58,3:15.31,3:32.43,3:49.55,4:06.68,4:23.32,4:40.58,4:58.31,5:16.36,5:34.38,5:51.75,6:09.25,6:26.95,6:44.04,7:01.30,7:18.91,7:36.88,7:54.70,8:12.63,8:30.15,8:48.73,9:07.02,9:25.98,9:44.61,10:03.64,10:22.53,10:41.43,10:59.82,11:18.71,11:37.50,11:56.60,12:15.45,12:34.65,12:53.54,13:12.82,13:31.59,13:51.59,14:10.87,14:29.76,14:47.08,15:03.75,15:19.35
outdoor,Oregon (USA),2022,23 July 2022,25,43,women,5000-metres,final,1.0,Jessica JUDD,GBR,28.0,17.26,36.77,57.60,1:18.72,1:40.13,2:00.47,2:22.25,2:41.58,2:59.17,3:16.48,3:33.63,3:50.78,4:08.02,4:25.26,4:42.76,5:00.61,5:18.68,5:36.59,5:54.28,6:12.18,6:30.32,6:48.10,7:05.85,7:23.79,7:41.59,7:59.28,8:17.09,8:35.02,8:52.88,9:10.70,9:28.80,9:47.11,10:05.23,10:23.38,10:41.44,10:59.73,11:17.78,11:35.88,11:54.27,12:12.66,12:31.03,12:49.59,13:08.29,13:27.27,13:46.29,14:05.11,14:23.96,14:43.16,15:02.11,15:19.88
outdoor,Oregon (USA),2022,23 July 2022,25,43,women,5000-metres,final,1.0,Emily INFELD,USA,32.0,17.48,36.99,57.94,1:19.06,1:40.47,2:00.77,2:22.57,2:41.69,2:59.44,3:15.68,3:32.73,3:49.69,4:06.83,4:23.52,4:40.79,4:58.50,5:16.65,5:34.47,5:51.86,6:09.33,6:27.23,6:44.20,7:01.64,7:19.13,7:37.01,7:54.89,8:12.91,8:31.33,8:50.19,9:09.07,9:28.35,9:47.20,10:05.57,10:23.53,10:41.67,11:00.50,11:20.01,11:39.53,11:59.25,12:18.82,12:38.24,12:57.64,13:16.53,13:36.08,13:55.76,14:14.46,14:33.44,14:52.46,15:10.84,15:29.03
outdoor,Oregon (USA),2022,24 July 2022,31,40,men,5000-metres,final,1.0,Jakob INGEBRIGTSEN,NOR,22.0,16.44,31.35,47.45,1:03.35,1:19.48,1:35.02,1:50.85,2:06.52,2:22.41,2:37.96,2:53.83,3:09.16,3:25.37,3:41.59,3:57.76,4:14.13,4:30.52,4:46.60,5:03.01,5:18.99,5:35.56,5:51.62,6:08.11,6:24.63,6:41.76,6:58.38,7:15.21,7:31.39,7:48.30,8:04.76,8:20.95,8:37.20,8:53.69,9:09.81,9:26.23,9:42.68,9:59.30,10:14.91,10:30.46,10:46.10,11:01.41,11:16.46,11:31.28,11:46.23,12:01.16,12:15.31,12:29.04,12:42.56,12:55.72,13:09.24
outdoor,Oregon (USA),2022,24 July 2022,31,40,men,5000-metres,final,1.0,Jacob KROP,KEN,21.0,15.36,30.47,46.25,1:02.14,1:18.22,1:33.74,1:49.50,2:05.39,2:21.41,2:36.80,2:52.31,3:08.07,3:24.37,3:40.49,3:56.51,4:13.07,4:29.35,4:45.53,5:01.77,5:18.06,5:34.66,5:50.84,6:07.39,6:24.77,6:42.03,6:58.58,7:15.44,7:31.62,7:48.64,8:04.82,8:20.93,8:37.17,8:53.46,9:09.55,9:26.05,9:42.62,9:59.23,10:14.83,10:30.40,10:46.05,11:01.63,11:16.62,11:31.48,11:46.22,12:01.16,12:15.31,12:29.06,12:42.58,12:56.30,13:09.98
outdoor,Oregon (USA),2022,24 July 2022,31,40,men,5000-metres,final,1.0,Oscar CHELIMO,UGA,21.0,16.93,32.08,48.52,1:04.12,1:20.36,1:35.45,1:51.46,2:06.97,2:22.88,2:38.42,2:54.05,3:09.36,3:25.50,3:42.02,3:57.99,4:14.30,4:30.94,4:46.71,5:03.16,5:19.39,5:35.81,5:51.97,6:08.51,6:25.39,6:42.95,6:59.40,7:16.50,7:32.87,7:49.62,8:06.14,8:22.23,8:37.88,8:54.65,9:10.40,9:26.99,9:43.44,10:00.18,10:15.90,10:31.48,10:46.80,11:02.75,11:17.78,11:32.79,11:47.36,12:02.37,12:16.04,12:29.61,12:43.08,12:56.94,13:10.20
outdoor,Oregon (USA),2022,24 July 2022,31,40,men,5000-metres,final,1.0,Luis GRIJALVA,GUA,23.0,15.17,30.40,46.09,1:02.08,1:18.05,1:33.63,1:49.35,2:05.28,2:21.29,2:36.66,2:52.34,3:07.98,3:24.34,3:40.81,3:57.08,4:13.30,4:29.70,4:45.62,5:01.79,5:18.14,5:34.77,5:50.72,6:07.34,6:24.40,6:41.65,6:58.23,7:15.12,7:31.28,7:48.39,8:04.59,8:20.81,8:37.08,8:53.50,9:09.56,9:26.12,9:42.68,9:59.34,10:14.91,10:30.76,10:46.29,11:01.74,11:16.72,11:31.78,11:46.66,12:01.83,12:15.81,12:29.92,12:43.34,12:57.27,13:10.44
outdoor,Oregon (USA),2022,24 July 2022,31,40,men,5000-metres,final,1.0,Mohammed AHMED,CAN,32.0,15.41,30.83,46.67,1:02.42,1:18.72,1:34.24,1:50.01,2:05.67,2:21.74,2:37.09,2:52.81,3:08.47,3:24.77,3:41.18,3:57.31,4:13.76,4:30.15,4:46.16,5:02.38,5:18.68,5:35.23,5:51.21,6:08.03,6:25.10,6:42.32,6:58.86,7:15.83,7:31.85,7:48.99,8:05.00,8:21.27,8:37.44,8:53.94,9:09.90,9:26.54,9:42.93,9:59.72,10:15.31,10:31.07,10:46.14,11:01.80,11:16.89,11:31.58,11:46.52,12:01.44,12:15.62,12:29.41,12:42.87,12:56.45,13:10.46
outdoor,Oregon (USA),2022,24 July 2022,31,40,men,5000-metres,final,1.0,Grant FISHER,USA,25.0,15.47,30.56,46.48,1:02.28,1:18.33,1:33.84,1:49.57,2:05.49,2:21.55,2:36.85,2:52.62,3:08.18,3:24.60,3:41.01,3:57.28,4:13.53,4:29.96,4:45.83,5:02.05,5:18.36,5:35.01,5:50.93,6:07.56,6:24.53,6:41.87,6:58.42,7:15.29,7:31.45,7:48.56,8:04.82,8:21.07,8:37.31,8:53.79,9:09.72,9:26.31,9:42.73,9:59.47,10:15.13,10:30.68,10:46.28,11:01.56,11:16.60,11:31.34,11:46.27,12:01.23,12:15.42,12:29.11,12:42.60,12:56.60,13:11.65
outdoor,Oregon (USA),2022,24 July 2022,31,40,men,5000-metres,final,1.0,Nicholas KIPKORIR,KEN,24.0,15.52,31.00,46.81,1:02.75,1:18.93,1:34.39,1:50.27,2:06.02,2:21.88,2:37.12,2:52.76,3:08.43,3:24.77,3:40.81,3:56.62,4:13.19,4:29.39,4:45.66,5:01.77,5:17.79,5:34.18,5:50.49,6:07.14,6:24.33,6:41.53,6:58.15,7:14.97,7:31.26,7:48.26,8:04.50,8:20.68,8:37.04,8:53.41,9:09.70,9:26.02,9:42.60,9:59.21,10:15.01,10:30.38,10:46.07,11:01.45,11:16.58,11:31.51,11:46.35,12:01.36,12:15.42,12:29.28,12:42.81,12:56.96,13:11.97
outdoor,Oregon (USA),2022,24 July 2022,31,40,men,5000-metres,final,1.0,Yomif KEJELCHA,ETH,25.0,16.29,31.75,47.91,1:03.61,1:19.85,1:35.38,1:51.25,2:06.77,2:22.81,2:38.18,2:53.96,3:09.03,3:25.27,3:41.54,3:57.53,4:13.84,4:30.29,4:46.54,5:02.79,5:18.78,5:35.35,5:51.36,6:07.95,6:25.07,6:42.30,6:58.79,7:15.72,7:31.81,7:48.92,8:05.27,8:21.68,8:37.67,8:54.44,9:10.23,9:26.79,9:43.14,9:59.81,10:15.36,10:31.19,10:46.33,11:02.11,11:16.95,11:31.65,11:46.60,12:01.58,12:15.77,12:29.58,12:43.06,12:57.15,13:12.09
outdoor,Oregon (USA),2022,24 July 2022,31,40,men,5000-metres,final,1.0,Joshua CHEPTEGEI,UGA,26.0,15.14,30.37,46.06,1:02.05,1:17.97,1:33.56,1:49.27,2:05.22,2:21.17,2:36.59,2:52.20,3:07.95,3:24.29,3:40.68,3:56.94,4:13.42,4:29.82,4:46.08,5:02.28,5:18.27,5:34.70,5:51.04,6:07.66,6:24.90,6:42.17,6:58.60,7:15.59,7:31.97,7:48.89,8:05.27,8:21.54,8:37.42,8:54.07,9:09.92,9:26.67,9:43.08,9:59.58,10:14.99,10:30.65,10:46.23,11:01.95,11:17.13,11:31.83,11:46.52,12:01.54,12:15.64,12:29.49,12:42.90,12:57.62,13:13.12
outdoor,Oregon (USA),2022,24 July 2022,31,40,men,5000-metres,final,1.0,Daniel Simiu EBENYO,KEN,27.0,15.81,31.00,46.54,1:02.29,1:18.43,1:33.88,1:49.61,2:05.62,2:21.57,2:36.91,2:52.42,3:08.24,3:24.53,3:40.91,3:57.03,4:13.40,4:29.61,4:45.85,5:01.87,5:17.90,5:34.30,5:50.65,6:07.17,6:24.46,6:41.58,6:58.22,7:15.02,7:31.41,7:48.50,8:04.95,8:21.12,8:37.16,8:53.78,9:09.79,9:26.41,9:42.89,9:59.63,10:15.21,10:30.86,10:46.50,11:02.03,11:16.99,11:31.96,11:47.04,12:01.94,12:16.21,12:30.77,12:45.35,13:00.70,13:16.64
outdoor,Oregon (USA),2022,24 July 2022,31,40,men,5000-metres,final,1.0,Abdihamid NUR,USA,24.0,15.74,31.24,47.29,1:03.28,1:19.39,1:34.77,1:50.66,2:06.45,2:22.23,2:37.64,2:53.31,3:08.96,3:25.17,3:41.43,3:57.63,4:13.99,4:30.42,4:46.45,5:02.69,5:18.93,5:35.44,5:51.52,6:08.24,6:25.35,6:42.63,6:59.12,7:16.09,7:32.03,7:49.18,8:05.27,8:21.55,8:37.63,8:54.13,9:10.05,9:26.48,9:42.91,9:59.64,10:15.18,10:30.99,10:46.57,11:02.30,11:17.34,11:32.59,11:47.65,12:03.10,12:18.43,12:33.82,12:49.24,13:04.75,13:18.05
outdoor,Oregon (USA),2022,24 July 2022,31,40,men,5000-metres,final,1.0,Selemon BAREGA,ETH,23.0,16.02,31.19,47.08,1:03.03,1:19.12,1:34.54,1:50.26,2:06.12,2:21.98,2:37.30,2:53.10,3:08.62,3:24.94,3:41.18,3:57.20,4:13.67,4:30.05,4:46.30,5:02.51,5:18.57,5:34.91,5:51.12,6:07.73,6:24.82,6:42.12,6:58.61,7:15.57,7:31.60,7:48.66,8:05.19,8:21.45,8:37.58,8:54.22,9:10.11,9:26.64,9:43.05,9:59.85,10:15.52,10:31.25,10:46.71,11:02.42,11:17.44,11:32.28,11:46.86,12:01.79,12:16.09,12:30.33,12:45.51,13:02.38,13:19.62
outdoor,Oregon (USA),2022,24 July 2022,31,40,men,5000-metres,final,1.0,Muktar EDRIS,ETH,29.0,15.79,31.41,47.53,1:03.52,1:19.70,1:34.99,1:50.54,2:06.36,2:22.33,2:37.86,2:53.80,3:09.49,3:25.81,3:42.37,3:58.59,4:14.95,4:31.38,4:47.46,5:03.72,5:19.90,5:36.34,5:52.40,6:08.27,6:25.29,6:42.51,6:59.14,7:15.95,7:32.29,7:49.17,8:05.54,8:21.78,8:37.83,8:54.34,9:10.26,9:26.83,9:43.31,9:59.96,10:15.84,10:31.59,10:47.37,11:03.06,11:18.36,11:33.65,11:49.06,12:04.97,12:20.82,12:36.73,12:53.25,13:09.13,13:24.67
outdoor,Oregon (USA),2022,24 July 2022,31,40,men,5000-metres,final,1.0,Marc SCOTT,GBR,29.0,15.91,31.54,47.64,1:03.70,1:19.97,1:35.49,1:51.34,2:06.97,2:23.02,2:38.47,2:54.33,3:09.56,3:25.73,3:41.84,3:58.14,4:14.46,4:30.86,4:46.90,5:03.29,5:19.52,5:35.93,5:52.38,6:08.75,6:25.69,6:42.89,6:59.42,7:16.36,7:32.21,7:49.29,8:05.81,8:22.18,8:38.18,8:54.53,9:10.90,9:27.38,9:44.10,10:00.92,10:17.77,10:34.59,10:51.82,11:08.95,11:26.38,11:43.77,12:01.59,12:19.04,12:36.29,12:53.05,13:09.50,13:25.14,13:41.04
outdoor,Oregon (USA),2022,24 July 2022,31,40,men,5000-metres,final,1.0,Sam PARSONS,GER,28.0,16.13,31.82,48.03,1:03.95,1:20.20,1:35.61,1:51.55,2:07.13,2:23.13,2:38.58,2:54.48,3:09.82,3:25.93,3:42.17,3:58.27,4:14.59,4:31.07,4:47.01,5:03.42,5:19.68,5:36.10,5:52.47,6:08.62,6:25.69,6:42.69,6:59.22,7:16.23,7:32.42,7:49.39,8:05.89,8:22.10,8:38.26,8:54.78,9:11.04,9:27.47,9:44.21,10:00.99,10:17.91,10:34.62,10:51.93,11:09.05,11:26.50,11:43.96,12:01.67,12:19.16,12:36.57,12:53.87,13:12.01,13:29.39,13:45.89
outdoor,Doha (QAT),2019,27 September 2019,25,67,men,5000-metres,heats,2.0,Paul CHELIMO,USA,29.0,17.25,34.65,52.10,1:07.95,1:23.84,1:40.10,1:56.74,2:12.91,2:29.90,2:45.63,3:02.00,3:17.37,3:33.48,3:48.96,4:05.46,4:22.30,4:39.03,4:54.57,5:10.39,5:26.26,5:42.24,5:58.42,6:14.59,6:30.99,6:47.10,7:03.53,7:19.96,7:36.30,7:52.54,8:08.94,8:25.42,8:41.13,8:56.94,9:13.00,9:28.89,9:45.06,10:01.59,10:18.31,10:34.78,10:50.79,11:06.49,11:22.40,11:38.18,11:53.55,12:09.08,12:24.41,12:39.43,12:53.53,13:06.95,13:20.18
outdoor,Doha (QAT),2019,27 September 2019,25,67,men,5000-metres,heats,2.0,Telahun Haile BEKELE,ETH,20.0,16.50,33.69,50.45,1:06.02,1:21.94,1:38.37,1:54.94,2:11.26,2:27.52,2:43.78,3:00.19,3:16.39,3:32.33,3:48.56,4:05.41,4:22.45,4:39.27,4:55.13,5:10.93,5:26.73,5:42.99,5:58.66,6:14.82,6:31.24,6:47.27,7:03.79,7:20.18,7:36.54,7:52.76,8:09.20,8:25.45,8:41.00,8:56.73,9:12.76,9:28.68,9:44.90,10:01.47,10:18.12,10:34.50,10:50.22,11:05.92,11:21.87,11:37.75,11:53.26,12:08.64,12:23.96,12:38.86,12:53.12,13:06.86,13:20.45
outdoor,Doha (QAT),2019,27 September 2019,25,67,men,5000-metres,heats,2.0,Filip INGEBRIGTSEN,NOR,26.0,17.06,34.42,51.42,1:07.50,1:23.34,1:39.79,1:56.30,2:12.56,2:29.42,2:45.43,3:01.87,3:18.09,3:34.21,3:49.88,4:06.24,4:22.72,4:39.69,4:55.81,5:11.55,5:27.37,5:43.42,5:59.64,6:16.12,6:32.37,6:48.86,7:04.95,7:21.31,7:37.13,7:53.06,8:09.00,8:25.54,8:41.27,8:57.16,9:13.19,9:29.08,9:45.20,10:01.62,10:18.25,10:34.74,10:50.63,11:06.31,11:22.16,11:37.93,11:53.43,12:08.82,12:24.13,12:39.04,12:53.08,13:06.48,13:20.52
outdoor,Doha (QAT),2019,27 September 2019,25,67,men,5000-metres,heats,2.0,Stewart MCSWEYN,AUS,24.0,16.60,33.97,51.50,1:07.66,1:23.59,1:39.48,1:56.24,2:12.35,2:29.14,2:45.20,3:01.45,3:17.74,3:33.98,3:49.64,4:06.36,4:23.09,4:40.13,4:56.17,5:12.01,5:27.53,5:43.66,5:59.85,6:16.04,6:32.33,6:48.78,7:04.69,7:21.10,7:37.32,7:53.66,8:09.80,8:26.68,8:41.93,8:57.52,9:13.47,9:29.51,9:45.53,10:02.08,10:18.75,10:35.14,10:50.93,11:06.68,11:22.60,11:38.32,11:53.77,12:09.28,12:24.48,12:39.40,12:53.26,13:06.67,13:20.58
outdoor,Doha (QAT),2019,27 September 2019,25,67,men,5000-metres,heats,2.0,Nicholas Kipkorir KIMELI,KEN,21.0,16.69,34.17,51.26,1:06.64,1:22.38,1:38.90,1:55.44,2:11.67,2:28.04,2:44.27,3:00.63,3:16.86,3:32.82,3:48.57,4:05.20,4:22.15,4:38.99,4:54.90,5:10.71,5:26.52,5:42.63,5:59.13,6:15.46,6:31.61,6:47.79,7:04.23,7:20.61,7:36.72,7:52.88,8:09.27,8:25.70,8:41.21,8:57.06,9:12.91,9:28.84,9:44.91,10:01.25,10:18.08,10:34.55,10:50.42,11:06.15,11:22.08,11:37.90,11:53.42,12:09.12,12:24.25,12:39.27,12:53.35,13:07.43,13:20.82
outdoor,Doha (QAT),2019,27 September 2019,25,67,men,5000-metres,heats,2.0,Isaac KIMELI,BEL,26.0,16.26,33.23,50.45,1:06.62,1:22.60,1:39.12,1:55.67,2:12.00,2:28.75,2:44.84,3:01.17,3:17.31,3:33.47,3:49.19,4:05.80,4:22.54,4:39.38,4:55.43,5:11.26,5:26.82,5:42.74,5:58.82,6:15.05,6:31.47,6:47.53,7:04.01,7:20.46,7:36.68,7:53.03,8:09.17,8:25.76,8:41.48,8:57.44,9:13.41,9:29.31,9:45.33,10:01.88,10:18.56,10:34.92,10:50.64,11:06.39,11:22.29,11:38.15,11:53.61,12:08.97,12:24.35,12:39.30,12:53.40,13:07.43,13:20.99
outdoor,Doha (QAT),2019,27 September 2019,25,67,men,5000-metres,heats,2.0,Henrik INGEBRIGTSEN,NOR,29.0,16.87,34.24,51.21,1:07.31,1:23.12,1:39.56,1:56.11,2:12.40,2:29.18,2:45.28,3:01.69,3:17.94,3:34.15,3:49.90,4:06.55,4:23.29,4:40.33,4:56.43,5:12.26,5:27.76,5:43.82,5:59.99,6:16.30,6:32.57,6:49.07,7:05.18,7:21.65,7:37.67,7:53.79,8:10.11,8:26.74,8:42.47,8:58.42,9:14.48,9:30.69,9:46.53,10:02.75,10:19.02,10:35.50,10:51.16,11:06.91,11:22.97,11:38.66,11:54.22,12:09.71,12:24.82,12:39.64,12:53.96,13:07.76,13:21.22
outdoor,Doha (QAT),2019,27 September 2019,25,67,men,5000-metres,heats,2.0,Hassan MEAD,USA,30.0,16.35,33.43,50.61,1:06.21,1:22.18,1:38.64,1:55.16,2:11.44,2:27.77,2:43.98,3:00.41,3:16.61,3:32.57,3:48.75,4:05.61,4:22.52,4:39.47,4:55.33,5:11.13,5:26.99,5:43.09,5:59.36,6:15.63,6:31.81,6:48.02,7:03.84,7:20.35,7:36.69,7:53.13,8:09.40,8:25.95,8:41.58,8:57.29,9:13.22,9:29.05,9:45.16,10:01.71,10:18.48,10:35.00,10:50.92,11:06.77,11:22.82,11:38.46,11:53.98,12:09.50,12:24.58,12:39.57,12:53.75,13:07.82,13:22.11
outdoor,Doha (QAT),2019,27 September 2019,25,67,men,5000-metres,heats,2.0,Justyn KNIGHT,CAN,23.0,16.26,33.45,50.88,1:06.87,1:22.94,1:39.38,1:56.02,2:11.89,2:28.50,2:44.71,3:01.32,3:17.52,3:33.71,3:49.39,4:06.14,4:23.06,4:39.90,4:55.68,5:11.50,5:27.16,5:43.49,5:59.60,6:15.83,6:31.98,6:48.50,7:04.56,7:21.26,7:37.51,7:53.85,8:10.02,8:26.96,8:42.19,8:57.87,9:13.87,9:29.93,9:45.71,10:02.31,10:18.97,10:35.42,10:51.22,11:07.26,11:23.18,11:38.94,11:54.48,12:10.05,12:25.41,12:40.58,12:55.70,13:10.55,13:25.95
outdoor,Doha (QAT),2019,27 September 2019,25,67,men,5000-metres,heats,2.0,Stephen KISSA,UGA,24.0,17.06,34.62,52.02,1:08.30,1:24.23,1:40.57,1:57.29,2:13.37,2:30.46,2:46.20,3:02.63,3:18.76,3:34.91,3:50.64,4:07.09,4:23.71,4:40.79,4:57.14,5:13.00,5:28.32,5:44.23,6:00.29,6:16.61,6:32.81,6:49.33,7:05.51,7:21.97,7:38.00,7:54.02,8:10.24,8:27.01,8:42.91,8:58.75,9:14.74,9:30.97,9:46.73,10:03.28,10:19.58,10:36.15,10:51.99,11:07.52,11:23.32,11:39.10,11:54.78,12:10.27,12:25.82,12:40.73,12:55.58,13:11.11,13:27.36
outdoor,Doha (QAT),2019,27 September 2019,25,67,men,5000-metres,heats,2.0,Bouh IBRAHIM,DJI,23.0,17.79,35.19,52.73,1:08.54,1:24.09,1:40.35,1:57.03,2:13.13,2:30.22,2:45.96,3:02.32,3:18.31,3:34.45,3:50.36,4:06.82,4:23.49,4:40.59,4:56.85,5:12.60,5:27.65,5:43.57,5:59.50,6:15.81,6:32.18,6:48.74,7:04.72,7:21.55,7:37.41,7:53.64,8:09.45,8:26.20,8:41.79,8:57.73,9:13.73,9:29.65,9:45.88,10:02.63,10:19.24,10:35.65,10:51.16,11:07.31,11:24.07,11:40.95,11:58.07,12:15.63,12:33.29,12:50.13,13:05.91,13:21.46,13:36.39
outdoor,Doha (QAT),2019,27 September 2019,25,67,men,5000-metres,heats,2.0,Ben CONNOR,GBR,27.0,16.77,33.69,50.75,1:06.91,1:23.20,1:39.68,1:56.50,2:12.50,2:29.39,2:45.42,3:01.69,3:17.62,3:33.72,3:49.42,4:05.99,4:22.52,4:38.54,4:54.35,5:10.17,5:26.03,5:41.99,5:58.19,6:14.39,6:30.73,6:46.85,7:03.33,7:19.72,7:36.08,7:52.31,8:09.07,8:25.80,8:41.81,8:57.93,9:14.03,9:30.19,9:46.19,10:02.86,10:19.37,10:35.89,10:51.96,11:08.04,11:24.59,11:41.15,11:57.72,12:14.87,12:31.98,12:48.74,13:05.27,13:21.16,13:36.92
outdoor,Doha (QAT),2019,27 September 2019,25,67,men,5000-metres,heats,2.0,Sam PARSONS,GER,25.0,16.82,34.25,51.67,1:07.71,1:23.59,1:40.00,1:56.51,2:12.74,2:29.67,2:45.64,3:02.03,3:18.30,3:34.37,3:50.08,4:06.44,4:22.88,4:39.49,4:55.19,5:11.00,5:26.61,5:42.74,5:58.91,6:15.23,6:31.68,6:47.84,7:04.12,7:20.69,7:36.89,7:53.23,8:09.54,8:26.23,8:41.94,8:58.06,9:14.27,9:30.47,9:46.63,10:03.33,10:19.76,10:36.46,10:53.05,11:09.67,11:26.92,11:44.52,12:01.54,12:18.74,12:36.00,12:52.36,13:08.21,13:23.43,13:38.53
outdoor,Doha (QAT),2019,27 September 2019,25,67,men,5000-metres,heats,2.0,Abadi HADIS,ETH,22.0,16.91,33.77,51.00,1:07.16,1:23.17,1:39.26,1:55.87,2:12.13,2:28.80,2:44.59,3:00.97,3:17.15,3:33.23,3:49.19,4:05.89,4:22.89,4:39.89,4:55.96,5:11.80,5:27.10,5:43.30,5:59.28,6:15.63,6:31.79,6:48.31,7:04.42,7:20.87,7:37.01,7:53.43,8:09.62,8:26.47,8:42.28,8:58.32,9:14.18,9:30.37,9:46.46,10:03.11,10:19.58,10:36.41,10:52.71,11:09.45,11:26.77,11:44.31,12:01.65,12:18.98,12:36.14,12:52.69,13:08.93,13:25.83,13:42.89
outdoor,Doha (QAT),2019,27 September 2019,25,67,men,5000-metres,heats,2.0,Soufiyan BOUQANTAR,MAR,26.0,16.00,32.82,49.92,1:06.36,1:22.38,1:38.92,1:55.63,2:11.79,2:28.24,2:44.42,3:00.76,3:17.04,3:32.94,3:48.93,4:05.66,4:22.67,4:39.56,4:55.54,5:11.33,5:27.19,5:43.25,5:59.47,6:15.89,6:31.94,6:48.08,7:04.31,7:20.86,7:37.10,7:53.41,8:09.76,8:26.48,8:42.55,8:59.02,9:15.75,9:33.42,9:51.48,10:09.85,10:28.45,10:47.22,11:05.44,11:24.01,11:42.93,12:01.75,12:20.04,12:38.40,12:56.10,13:14.10,13:31.16,13:47.86,14:03.16
outdoor,Doha (QAT),2019,27 September 2019,25,67,men,5000-metres,heats,2.0,Tachlowini GABRIYESOS,ART,22.0,17.50,34.94,52.41,1:08.81,1:25.26,1:42.43,1:59.60,2:16.61,2:33.86,2:51.38,3:08.92,3:26.32,3:43.41,4:00.69,4:18.25,4:35.87,4:53.26,5:10.95,5:28.48,5:45.83,6:03.03,6:20.40,6:37.84,6:55.35,7:12.48,7:29.80,7:47.03,8:04.36,8:21.61,8:39.08,8:56.45,9:13.80,9:31.17,9:48.77,10:06.52,10:24.05,10:41.33,10:59.21,11:16.45,11:33.67,11:51.32,12:09.21,12:27.09,12:44.61,13:02.09,13:19.92,13:37.04,13:53.66,14:10.69,14:28.11
outdoor,Doha (QAT),2019,30 September 2019,27,76,men,5000-metres,final,1.0,Muktar EDRIS,ETH,26.0,15.12,29.99,45.72,1:01.52,1:18.22,1:34.80,1:51.12,2:07.48,2:23.54,2:39.31,2:55.66,3:11.64,3:27.39,3:43.15,3:58.57,4:13.72,4:29.05,4:44.27,4:59.95,5:15.34,5:30.94,5:46.26,6:01.80,6:16.99,6:32.98,6:49.03,7:05.42,7:21.32,7:37.66,7:53.71,8:10.17,8:26.58,8:42.97,8:59.22,9:15.36,9:31.38,9:48.09,10:03.84,10:19.57,10:34.55,10:49.56,11:04.79,11:20.08,11:35.01,11:49.64,12:03.78,12:17.94,12:31.56,12:45.51,12:58.85
outdoor,Doha (QAT),2019,30 September 2019,27,76,men,5000-metres,final,1.0,Selemon BAREGA,ETH,20.0,15.34,30.29,46.14,1:01.76,1:18.51,1:35.06,1:51.37,2:07.78,2:23.76,2:39.29,2:55.77,3:11.73,3:27.39,3:42.91,3:58.35,4:13.14,4:28.41,4:43.68,4:59.35,5:14.64,5:30.17,5:45.48,6:00.99,6:16.17,6:32.46,6:48.70,7:05.00,7:20.92,7:37.18,7:53.31,8:09.61,8:26.03,8:42.37,8:58.56,9:14.57,9:30.76,9:47.31,10:03.52,10:19.39,10:34.30,10:49.61,11:04.50,11:19.56,11:34.26,11:48.94,12:03.28,12:17.78,12:31.36,12:45.41,12:59.70
outdoor,Doha (QAT),2019,30 September 2019,27,76,men,5000-metres,final,1.0,Mohammed AHMED,CAN,29.0,15.58,30.70,46.67,1:02.11,1:19.07,1:35.55,1:51.99,2:07.88,2:23.99,2:39.52,2:55.89,3:11.88,3:27.60,3:43.34,3:58.79,4:13.93,4:29.09,4:44.50,5:00.09,5:15.25,5:30.68,5:45.96,6:01.53,6:16.67,6:32.72,6:48.90,7:05.22,7:21.12,7:37.41,7:53.51,8:09.84,8:26.35,8:42.79,8:59.05,9:15.24,9:31.32,9:47.89,10:03.09,10:18.64,10:33.93,10:48.97,11:04.00,11:19.08,11:33.87,11:48.45,12:03.01,12:17.54,12:31.84,12:46.11,13:01.11
