COMP_TYPE,COMP_LOC,YEAR,RACE_DATE,RACE_TEMP,RACE_HUMID,M_W,EVENT,STAGE,RACE_NB,ATHLETE_NAME,ATHLETE_COUNTRY,ATHLETE_AGE,100M,200M,300M,400M,500M,600M,700M,800M,900M,1000M,1100M,1200M,1300M,1400M,1500M,1600M,1700M,1800M,1900M,2000M,2100M,2200M,2300M,2400M,2500M,2600M,2700M,2800M,2900M,3000M,3100M,3200M,3300M,3400M,3500M,3600M,3700M,3800M,3900M,4000M,4100M,4200M,4300M,4400M,4500M,4600M,4700M,4800M,4900M,5000M
outdoor,Doha (QAT),2019,30 September 2019,27,76,men,5000-metres,final,1.0,Telahun Haile BEKELE,ETH,20.0,15.64,30.64,46.50,1:01.95,1:18.71,1:35.24,1:51.61,2:07.41,2:23.28,2:39.07,2:55.32,3:11.31,3:26.92,3:42.47,3:58.06,4:13.34,4:28.74,4:44.06,4:59.50,5:14.81,5:30.35,5:45.66,6:01.15,6:16.35,6:32.22,6:48.36,7:04.66,7:20.61,7:36.90,7:53.04,8:09.52,8:26.21,8:42.62,8:58.87,9:15.05,9:31.16,9:47.91,10:03.31,10:18.80,10:34.13,10:49.37,11:04.64,11:19.81,11:34.64,11:49.57,12:04.05,12:18.68,12:32.98,12:47.42,13:02.29
outdoor,Doha (QAT),2019,30 September 2019,27,76,men,5000-metres,final,1.0,Jakob INGEBRIGTSEN,NOR,19.0,16.61,31.67,47.58,1:03.14,1:19.79,1:35.89,1:52.27,2:08.32,2:24.51,2:40.33,2:56.58,3:12.63,3:28.64,3:44.47,4:00.28,4:15.98,4:31.17,4:46.33,5:01.71,5:16.88,5:32.11,5:47.48,6:02.80,6:18.29,6:34.04,6:49.80,7:05.89,7:21.58,7:37.90,7:53.87,8:10.22,8:25.96,8:42.44,8:58.92,9:14.97,9:30.89,9:47.42,10:03.51,10:18.86,10:34.14,10:49.15,11:04.22,11:19.27,11:34.07,11:48.65,12:03.23,12:17.37,12:31.11,12:45.76,13:02.93
outdoor,Doha (QAT),2019,30 September 2019,27,76,men,5000-metres,final,1.0,Jacob KROP,KEN,18.0,16.17,31.29,47.20,1:02.65,1:19.64,1:35.94,1:52.64,2:08.38,2:24.76,2:39.90,2:56.15,3:12.03,3:27.99,3:43.52,3:59.06,4:14.11,4:29.36,4:44.68,5:00.23,5:15.52,5:31.13,5:46.34,6:01.82,6:16.86,6:33.05,6:49.01,7:05.32,7:21.15,7:37.55,7:53.49,8:09.99,8:26.35,8:42.81,8:59.17,9:15.33,9:31.20,9:48.04,10:03.85,10:19.44,10:34.56,10:50.00,11:04.93,11:20.40,11:35.34,11:50.66,12:05.68,12:20.55,12:34.91,12:49.18,13:03.08
outdoor,Doha (QAT),2019,30 September 2019,27,76,men,5000-metres,final,1.0,Paul CHELIMO,USA,29.0,15.30,30.20,46.01,1:01.61,1:18.35,1:34.90,1:51.22,2:07.61,2:23.43,2:39.18,2:55.45,3:11.44,3:27.14,3:42.68,3:58.28,4:13.56,4:28.55,4:43.87,4:59.51,5:14.97,5:30.40,5:45.69,6:01.17,6:16.43,6:32.53,6:48.50,7:04.83,7:20.74,7:37.05,7:53.17,8:09.39,8:25.84,8:42.18,8:58.73,9:14.78,9:30.99,9:47.60,10:03.76,10:19.21,10:34.08,10:49.18,11:04.37,11:19.24,11:34.05,11:48.68,12:03.41,12:17.62,12:31.60,12:47.46,13:04.60
outdoor,Doha (QAT),2019,30 September 2019,27,76,men,5000-metres,final,1.0,Nicholas Kipkorir KIMELI,KEN,21.0,16.22,31.10,47.07,1:02.62,1:19.52,1:35.97,1:52.68,2:08.32,2:24.44,2:39.98,2:56.39,3:12.36,3:28.13,3:43.78,3:59.48,4:14.42,4:29.64,4:44.86,5:00.34,5:15.63,5:31.19,5:46.55,6:02.05,6:17.32,6:33.13,6:49.22,7:05.66,7:21.51,7:37.82,7:53.62,8:10.08,8:26.55,8:42.93,8:59.29,9:15.61,9:31.60,9:48.30,10:04.05,10:19.76,10:34.54,10:50.07,11:05.22,11:20.71,11:35.90,11:51.29,12:06.34,12:21.10,12:35.64,12:50.50,13:05.27
outdoor,Doha (QAT),2019,30 September 2019,27,76,men,5000-metres,final,1.0,Birhanu BALEW,BRN,24.0,15.85,30.85,46.85,1:02.35,1:19.29,1:35.76,1:52.45,2:08.08,2:24.16,2:39.61,2:56.03,3:11.93,3:27.65,3:43.25,3:58.57,4:13.82,4:28.94,4:44.27,4:59.75,5:15.02,5:30.57,5:45.88,6:01.34,6:16.56,6:32.78,6:48.75,7:05.09,7:20.95,7:37.28,7:53.35,8:09.76,8:26.16,8:42.63,8:58.99,9:15.17,9:31.15,9:47.91,10:03.39,10:19.01,10:34.33,10:49.76,11:04.98,11:20.58,11:36.23,11:52.38,12:08.97,12:25.54,12:42.27,12:58.67,13:14.66
outdoor,Doha (QAT),2019,30 September 2019,27,76,men,5000-metres,final,1.0,Justyn KNIGHT,CAN,23.0,16.40,31.61,47.64,1:03.12,1:19.96,1:36.35,1:53.13,2:09.05,2:25.26,2:41.09,2:57.28,3:13.50,3:29.59,3:45.32,4:01.12,4:16.74,4:32.15,4:47.04,5:02.46,5:17.56,5:33.17,5:48.40,6:03.79,6:18.99,6:34.78,6:50.54,7:06.80,7:22.96,7:39.26,7:55.62,8:12.01,8:28.72,8:46.50,9:03.46,9:20.96,9:38.44,9:55.97,10:13.81,10:31.77,10:48.48,11:05.00,11:21.32,11:37.68,11:54.16,12:10.61,12:26.92,12:42.89,12:58.76,13:13.04,13:26.63
outdoor,Doha (QAT),2019,30 September 2019,27,76,men,5000-metres,final,1.0,Hassan MEAD,USA,30.0,15.33,30.45,46.35,1:02.08,1:18.87,1:35.36,1:51.77,2:08.04,2:24.21,2:39.75,2:56.16,3:12.13,3:27.83,3:43.56,3:59.25,4:14.69,4:30.08,4:45.35,5:01.32,5:17.07,5:32.94,5:48.89,6:04.86,6:21.00,6:37.37,6:53.84,7:10.41,7:27.18,7:43.86,8:00.53,8:17.26,8:34.43,8:51.09,9:07.75,9:24.39,9:41.14,9:57.70,10:14.25,10:30.70,10:47.50,11:04.03,11:20.41,11:36.81,11:53.35,12:09.67,12:26.11,12:42.01,12:57.84,13:12.52,13:27.05
outdoor,Doha (QAT),2019,30 September 2019,27,76,men,5000-metres,final,1.0,Stewart MCSWEYN,AUS,24.0,16.74,31.84,47.80,1:03.46,1:20.21,1:36.61,1:53.29,2:09.05,2:25.07,2:40.79,2:57.05,3:13.14,3:29.01,3:44.62,4:00.32,4:15.71,4:30.80,4:45.78,5:01.17,5:16.50,5:31.69,5:46.89,6:02.34,6:18.12,6:34.30,6:50.30,7:06.42,7:22.61,7:38.94,7:55.20,8:11.58,8:28.52,8:46.25,9:03.73,9:21.14,9:38.57,9:56.13,10:13.79,10:31.50,10:48.77,11:05.31,11:21.61,11:37.92,11:54.35,12:10.84,12:27.21,12:43.15,12:59.11,13:14.79,13:30.41
outdoor,Doha (QAT),2019,30 September 2019,27,76,men,5000-metres,final,1.0,Henrik INGEBRIGTSEN,NOR,29.0,16.08,31.31,47.30,1:02.85,1:19.71,1:36.15,1:52.89,2:08.84,2:25.04,2:40.89,2:57.08,3:13.27,3:29.36,3:45.10,4:00.84,4:16.52,4:32.14,4:47.72,5:03.64,5:19.93,5:36.36,5:52.71,6:09.02,6:25.55,6:42.25,6:58.90,7:15.29,7:31.80,7:48.23,8:04.61,8:20.99,8:37.69,8:54.39,9:11.12,9:28.01,9:45.20,10:02.27,10:19.32,10:36.42,10:53.44,11:10.50,11:27.46,11:44.23,12:01.06,12:17.70,12:33.82,12:49.73,13:05.38,13:20.76,13:36.25
outdoor,Doha (QAT),2019,30 September 2019,27,76,men,5000-metres,final,1.0,Isaac KIMELI,BEL,26.0,16.85,31.88,47.92,1:03.30,1:20.00,1:36.42,1:53.07,2:08.79,2:24.87,2:40.59,2:56.87,3:13.08,3:29.16,3:44.89,4:00.67,4:16.31,4:31.64,4:46.75,5:02.14,5:17.25,5:32.55,5:47.91,6:03.32,6:18.71,6:34.44,6:50.10,7:06.22,7:22.15,7:38.27,7:54.54,8:11.36,8:28.51,8:46.17,9:03.67,9:21.38,9:38.77,9:56.33,10:14.01,10:31.34,10:48.71,11:06.06,11:23.51,11:41.21,11:59.04,12:16.80,12:34.38,12:51.79,13:09.26,13:26.89,13:44.29
outdoor,Doha (QAT),2019,2 October 2019,26,59,women,5000-metres,heats,1.0,Hellen OBIRI,KEN,30.0,19.21,38.13,56.98,1:15.75,1:34.63,1:52.70,2:10.93,2:28.81,2:47.11,3:05.02,3:23.30,3:41.55,4:00.00,4:18.39,4:36.85,4:55.30,5:13.63,5:32.02,5:50.48,6:08.92,6:27.09,6:45.27,7:03.20,7:21.59,7:39.65,7:57.38,8:15.43,8:33.54,8:51.38,9:09.18,9:27.01,9:44.91,10:02.60,10:20.36,10:38.16,10:55.77,11:13.45,11:31.06,11:48.28,12:05.58,12:22.92,12:40.09,12:57.52,13:14.82,13:31.99,13:49.58,14:05.60,14:21.45,14:37.03,14:52.13
outdoor,Doha (QAT),2019,2 October 2019,26,59,women,5000-metres,heats,1.0,Karissa SCHWEIZER,USA,23.0,18.20,37.04,55.77,1:14.79,1:33.49,1:51.82,2:10.42,2:28.80,2:47.11,3:05.29,3:23.64,3:42.01,4:00.51,4:18.87,4:37.44,4:55.79,5:14.29,5:32.64,5:51.25,6:09.58,6:28.09,6:45.62,7:04.01,7:22.06,7:40.51,7:58.14,8:16.28,8:34.36,8:52.33,9:10.02,9:27.91,9:45.65,10:03.49,10:21.12,10:39.13,10:56.61,11:14.40,11:31.44,11:48.70,12:06.02,12:23.35,12:40.50,12:57.92,13:15.22,13:32.42,13:49.68,14:06.05,14:21.63,14:37.25,14:52.41
outdoor,Doha (QAT),2019,2 October 2019,26,59,women,5000-metres,heats,1.0,Hawi FEYSA,ETH,21.0,18.70,37.57,56.53,1:15.62,1:34.31,1:52.47,2:11.37,2:28.97,2:47.33,3:05.26,3:23.68,3:41.96,4:00.43,4:18.80,4:37.37,4:55.83,5:14.02,5:32.41,5:50.88,6:09.12,6:27.33,6:45.55,7:03.52,7:21.81,7:39.91,7:57.58,8:15.70,8:33.88,8:51.71,9:09.50,9:27.42,9:45.33,10:03.16,10:20.59,10:38.37,10:55.96,11:13.64,11:31.27,11:48.49,12:05.80,12:23.12,12:40.31,12:57.69,13:14.99,13:32.22,13:49.76,14:05.90,14:21.96,14:37.82,14:53.85
outdoor,Doha (QAT),2019,2 October 2019,26,59,women,5000-metres,heats,1.0,Eilish MCCOLGAN,GBR,29.0,17.87,36.52,55.29,1:14.28,1:32.78,1:51.28,2:09.73,2:28.25,2:46.37,3:04.73,3:22.96,3:41.51,3:59.85,4:18.28,4:36.72,4:55.19,5:13.48,5:31.89,5:50.36,6:08.82,6:26.97,6:45.31,7:03.42,7:21.67,7:39.74,7:57.51,8:15.60,8:33.74,8:51.55,9:09.37,9:27.21,9:45.15,10:02.88,10:20.63,10:38.62,10:56.23,11:13.89,11:31.55,11:48.98,12:06.31,12:23.59,12:40.89,12:58.24,13:15.47,13:32.66,13:50.06,14:06.43,14:22.33,14:38.55,14:55.79
outdoor,Doha (QAT),2019,2 October 2019,26,59,women,5000-metres,heats,1.0,Camille BUSCOMB,NZL,29.0,18.41,37.38,56.29,1:15.22,1:33.93,1:51.99,2:10.56,2:28.93,2:47.26,3:05.39,3:23.87,3:42.29,4:00.76,4:19.11,4:37.66,4:56.03,5:14.49,5:32.88,5:51.46,6:09.78,6:28.07,6:46.07,7:04.37,7:22.52,7:40.68,7:58.40,8:16.55,8:34.59,8:52.57,9:10.23,9:28.21,9:45.84,10:03.89,10:21.42,10:39.36,10:57.18,11:15.40,11:33.07,11:51.21,12:09.15,12:27.52,12:45.06,13:03.09,13:20.73,13:38.34,13:55.81,14:13.14,14:30.11,14:46.56,15:02.19
outdoor,Doha (QAT),2019,2 October 2019,26,59,women,5000-metres,heats,1.0,Nozomi TANAKA,JPN,20.0,18.52,36.75,55.44,1:14.42,1:32.93,1:51.42,2:09.92,2:28.39,2:46.62,3:04.92,3:23.22,3:41.67,4:00.08,4:18.50,4:37.05,4:55.38,5:13.73,5:32.15,5:50.67,6:09.03,6:27.29,6:45.47,7:03.73,7:22.08,7:40.31,7:57.96,8:16.13,8:34.17,8:52.14,9:09.80,9:27.71,9:45.36,10:03.34,10:20.95,10:38.99,10:56.52,11:14.30,11:31.79,11:49.29,12:06.49,12:23.94,12:41.37,12:59.35,13:17.10,13:35.45,13:53.46,14:11.68,14:29.53,14:47.10,15:04.66
outdoor,Doha (QAT),2019,2 October 2019,26,59,women,5000-metres,heats,1.0,Andrea SECCAFIEN,CAN,29.0,19.09,38.04,57.15,1:15.93,1:34.89,1:52.96,2:11.70,2:29.67,2:48.07,3:05.98,3:24.54,3:42.74,4:01.31,4:19.56,4:38.15,4:56.46,5:14.95,5:33.32,5:51.93,6:10.25,6:28.31,6:46.29,7:04.60,7:22.73,7:40.87,7:58.58,8:16.65,8:34.76,8:52.69,9:10.49,9:28.38,9:46.21,10:04.05,10:21.62,10:39.75,10:57.74,11:15.65,11:33.39,11:51.42,12:08.94,12:27.28,12:45.34,13:03.15,13:21.02,13:38.57,13:56.43,14:13.79,14:31.09,14:48.18,15:04.67
outdoor,Doha (QAT),2019,2 October 2019,26,59,women,5000-metres,heats,1.0,Dominique SCOTT,RSA,27.0,18.32,37.03,55.81,1:14.69,1:33.22,1:51.71,2:10.19,2:28.67,2:47.00,3:05.14,3:23.47,3:41.80,4:00.24,4:18.61,4:37.17,4:55.54,5:13.86,5:32.26,5:50.82,6:09.23,6:27.61,6:45.68,7:03.81,7:21.92,7:40.11,7:57.81,8:15.91,8:33.99,8:51.95,9:09.63,9:27.52,9:45.48,10:03.36,10:21.03,10:38.90,10:56.76,11:14.73,11:32.14,11:49.66,12:06.84,12:24.30,12:41.72,12:58.89,13:16.77,13:34.63,13:52.65,14:10.85,14:28.89,14:46.89,15:05.01
outdoor,Doha (QAT),2019,2 October 2019,26,59,women,5000-metres,heats,1.0,Elinor PURRIER,USA,25.0,18.08,36.82,55.54,1:14.61,1:33.03,1:51.54,2:09.97,2:28.57,2:46.87,3:05.05,3:23.47,3:41.82,4:00.31,4:18.66,4:37.23,4:55.58,5:13.97,5:32.39,5:50.94,6:09.25,6:27.55,6:45.63,7:03.92,7:22.05,7:40.10,7:57.85,8:15.95,8:34.05,8:51.94,9:09.70,9:27.69,9:45.58,10:03.63,10:21.36,10:39.41,10:57.06,11:15.19,11:32.75,11:50.70,12:08.77,12:27.06,12:45.35,13:03.92,13:22.59,13:41.43,14:00.30,14:18.61,14:36.87,14:53.67,15:08.82
outdoor,Doha (QAT),2019,2 October 2019,26,59,women,5000-metres,heats,1.0,Sarah CHELANGAT,UGA,18.0,18.58,37.52,56.64,1:15.81,1:34.63,1:52.64,2:11.22,2:29.05,2:47.55,3:05.52,3:23.56,3:41.79,4:00.21,4:18.59,4:37.10,4:55.52,5:13.87,5:32.19,5:50.71,6:09.28,6:27.51,6:45.39,7:03.37,7:21.75,7:39.88,7:57.54,8:15.60,8:33.75,8:51.64,9:09.36,9:27.26,9:45.16,10:03.07,10:20.85,10:38.88,10:56.89,11:15.00,11:32.96,11:51.27,12:09.91,12:28.97,12:48.08,13:07.48,13:26.69,13:45.84,14:05.17,14:24.35,14:43.42,15:01.72,15:19.90
outdoor,Doha (QAT),2019,2 October 2019,26,59,women,5000-metres,heats,1.0,Hanna KLEIN,GER,26.0,18.66,37.29,56.28,1:15.29,1:33.97,1:52.32,2:10.91,2:29.37,2:47.77,3:05.75,3:24.31,3:42.50,4:01.06,4:19.35,4:37.91,4:56.25,5:14.75,5:33.09,5:51.68,6:10.01,6:28.67,6:46.56,7:04.88,7:22.97,7:41.36,7:59.29,8:17.23,8:35.56,8:53.64,9:11.82,9:30.47,9:49.07,10:07.72,10:26.06,10:44.94,11:03.77,11:22.56,11:41.58,12:00.70,12:19.66,12:38.41,12:57.49,13:16.69,13:35.86,13:54.81,14:14.05,14:33.15,14:52.11,15:10.52,15:28.65
outdoor,Doha (QAT),2019,2 October 2019,26,59,women,5000-metres,heats,1.0,Florencia BORELLI,ARG,27.0,18.75,37.78,56.88,1:15.89,1:34.78,1:52.80,2:11.64,2:29.44,2:47.92,3:05.87,3:24.38,3:42.60,4:01.15,4:19.43,4:38.00,4:56.21,5:14.60,5:32.97,5:51.54,6:09.83,6:28.41,6:46.44,7:04.73,7:23.21,7:41.61,8:00.16,8:19.32,8:38.78,8:58.71,9:18.33,9:38.25,9:57.77,10:17.44,10:37.39,10:57.57,11:17.43,11:37.89,11:58.38,12:19.06,12:39.43,12:59.93,13:20.51,13:40.92,14:00.99,14:20.85,14:40.67,15:00.52,15:19.48,15:37.76,15:56.49
outdoor,Doha (QAT),2019,2 October 2019,26,59,women,5000-metres,heats,1.0,Cavaline NAHIMANA,BDI,23.0,18.97,37.88,56.73,1:15.48,1:34.38,1:52.45,2:11.13,2:29.29,2:47.78,3:05.70,3:24.17,3:42.25,4:00.89,4:19.04,4:37.63,4:56.07,5:14.82,5:33.23,5:51.87,6:10.12,6:28.84,6:47.04,7:05.85,7:25.01,7:45.12,8:04.92,8:25.24,8:44.99,9:05.11,9:25.35,9:46.19,10:06.83,10:27.59,10:48.07,11:08.84,11:29.89,11:50.86,12:11.79,12:33.52,12:54.84,13:16.63,13:38.12,13:59.77,14:20.63,14:41.13,15:02.30,15:23.30,15:43.83,16:04.51,16:25.82
outdoor,Doha (QAT),2019,2 October 2019,26,59,women,5000-metres,heats,2.0,Tsehay GEMECHU,ETH,21.0,18.73,38.81,58.23,1:17.99,1:37.58,1:56.05,2:15.66,2:34.86,2:54.21,3:12.05,3:30.18,3:48.58,4:07.67,4:26.39,4:44.59,5:04.27,5:22.44,5:40.32,5:58.44,6:16.45,6:34.21,6:52.04,7:11.18,7:30.56,7:50.15,8:09.07,8:28.41,8:47.21,9:06.46,9:25.15,9:44.12,10:03.07,10:20.31,10:37.16,10:54.14,11:11.77,11:29.87,11:46.76,12:03.45,12:20.12,12:36.72,12:53.34,13:10.11,13:26.76,13:43.52,14:00.01,14:15.87,14:31.40,14:46.92,15:01.57
outdoor,Doha (QAT),2019,2 October 2019,26,59,women,5000-metres,heats,2.0,Konstanze KLOSTERHALFEN,GER,23.0,18.60,38.62,58.42,1:18.23,1:37.80,1:56.40,2:15.74,2:34.75,2:53.79,3:12.29,3:30.76,3:49.04,4:08.17,4:26.80,4:45.10,5:04.60,5:22.83,5:40.69,5:58.81,6:16.81,6:34.74,6:52.21,7:11.38,7:30.69,7:50.21,8:09.03,8:28.16,8:46.91,9:06.00,9:24.63,9:43.67,10:02.59,10:19.91,10:36.74,10:53.98,11:11.59,11:29.67,11:46.57,12:03.26,12:19.92,12:36.48,12:53.08,13:09.85,13:26.44,13:43.02,13:59.32,14:15.07,14:30.80,14:46.40,15:01.57
outdoor,Doha (QAT),2019,2 October 2019,26,59,women,5000-metres,heats,2.0,Margaret Chelimo KIPKEMBOI,KEN,27.0,19.13,39.28,59.36,1:19.27,1:38.56,1:57.21,2:16.47,2:35.56,2:54.41,3:13.02,3:31.62,3:48.99,4:08.40,4:27.04,4:45.47,5:04.74,5:23.09,5:40.86,5:59.04,6:17.05,6:34.81,6:52.37,7:11.59,7:30.87,7:50.46,8:09.36,8:28.51,8:47.37,9:06.44,9:24.66,9:43.79,10:02.35,10:19.68,10:36.58,10:53.74,11:11.51,11:29.52,11:46.77,12:03.54,12:20.12,12:36.87,12:53.59,13:10.04,13:26.63,13:43.22,13:59.49,14:15.27,14:31.01,14:46.55,15:01.58
outdoor,Doha (QAT),2019,2 October 2019,26,59,women,5000-metres,heats,2.0,Lilian Kasait RENGERUK,KEN,22.0,19.03,39.18,59.10,1:18.98,1:38.32,1:57.03,2:15.95,2:35.10,2:53.87,3:12.42,3:30.95,3:48.91,4:07.96,4:26.62,4:44.78,5:04.49,5:22.65,5:40.49,5:58.64,6:16.66,6:34.44,6:52.45,7:11.69,7:31.00,7:50.56,8:09.64,8:28.44,8:47.13,9:06.32,9:24.40,9:43.64,10:02.51,10:19.92,10:36.80,10:53.88,11:11.51,11:29.49,11:46.72,12:03.84,12:20.48,12:37.18,12:53.77,13:10.63,13:27.12,13:43.77,14:00.21,14:15.86,14:31.37,14:46.72,15:02.03
outdoor,Doha (QAT),2019,2 October 2019,26,59,women,5000-metres,heats,2.0,Laura WEIGHTMAN,GBR,28.0,18.73,38.91,58.69,1:18.65,1:38.20,1:56.81,2:16.16,2:34.98,2:54.01,3:12.54,3:31.27,3:49.16,4:08.36,4:27.19,4:45.96,5:04.80,5:23.34,5:40.99,5:59.17,6:17.03,6:34.99,6:52.56,7:11.79,7:31.00,7:50.60,8:09.25,8:28.38,8:47.07,9:06.24,9:24.84,9:43.82,10:02.79,10:20.14,10:37.12,10:54.12,11:11.71,11:29.69,11:46.90,12:03.71,12:20.33,12:36.98,12:53.51,13:10.25,13:26.75,13:43.42,13:59.72,14:15.65,14:31.15,14:46.72,15:02.24
outdoor,Doha (QAT),2019,2 October 2019,26,59,women,5000-metres,heats,2.0,Fantu WORKU,ETH,21.0,18.90,39.03,58.65,1:18.34,1:38.00,1:56.61,2:16.39,2:35.18,2:53.95,3:12.51,3:31.19,3:48.80,4:07.95,4:26.58,4:44.88,5:04.43,5:22.18,5:40.02,5:58.14,6:16.13,6:34.00,6:52.21,7:11.51,7:30.85,7:50.40,8:09.29,8:28.64,8:47.39,9:06.68,9:25.32,9:44.58,10:02.64,10:20.12,10:36.96,10:54.17,11:11.85,11:29.86,11:46.98,12:03.62,12:20.27,12:37.00,12:53.44,13:10.32,13:26.91,13:43.64,13:59.69,14:15.44,14:31.16,14:46.62,15:02.74
outdoor,Doha (QAT),2019,2 October 2019,26,59,women,5000-metres,heats,2.0,Anna Emilie MØLLER,DEN,22.0,19.09,38.63,58.40,1:18.47,1:37.99,1:56.67,2:16.13,2:35.27,2:54.32,3:12.81,3:31.51,3:49.24,4:08.67,4:27.04,4:45.35,5:04.92,5:23.52,5:41.16,5:59.43,6:17.24,6:35.11,6:52.77,7:12.06,7:31.22,7:50.84,8:09.44,8:28.71,8:47.73,9:06.56,9:25.04,9:44.40,10:02.86,10:20.39,10:37.36,10:54.35,11:11.97,11:29.86,11:47.03,12:03.97,12:20.61,12:37.38,12:54.01,13:10.82,13:27.61,13:44.64,14:01.68,14:18.87,14:36.53,14:54.46,15:11.76
outdoor,Doha (QAT),2019,2 October 2019,26,59,women,5000-metres,heats,2.0,Rachel SCHNEIDER,USA,28.0,18.95,39.12,58.91,1:18.55,1:38.13,1:56.53,2:15.98,2:35.12,2:54.08,3:12.66,3:31.03,3:49.37,4:08.49,4:27.09,4:45.54,5:04.87,5:23.21,5:41.05,5:59.12,6:17.15,6:34.89,6:52.78,7:12.07,7:31.38,7:50.85,8:09.79,8:28.98,8:47.97,9:06.68,9:24.90,9:44.16,10:03.19,10:20.64,10:37.54,10:54.52,11:12.16,11:30.12,11:47.26,12:04.39,12:22.00,12:40.03,12:58.40,13:17.02,13:35.90,13:54.97,14:13.95,14:33.04,14:52.05,15:11.16,15:30.00
outdoor,Doha (QAT),2019,2 October 2019,26,59,women,5000-metres,heats,2.0,Melissa DUNCAN,AUS,30.0,18.53,38.77,58.62,1:18.28,1:37.93,1:56.32,2:15.39,2:34.57,2:53.56,3:12.15,3:30.77,3:49.12,4:08.19,4:26.81,4:45.29,5:04.70,5:22.87,5:40.81,5:58.88,6:16.88,6:34.62,6:52.59,7:11.77,7:31.12,7:50.62,8:09.51,8:28.83,8:47.55,9:06.68,9:25.24,9:44.33,10:03.21,10:20.44,10:37.58,10:54.78,11:12.40,11:30.37,11:48.53,12:07.04,12:25.90,12:45.26,13:04.30,13:23.95,13:43.45,14:03.15,14:22.81,14:42.34,15:01.11,15:19.81,15:37.37
outdoor,Doha (QAT),2019,2 October 2019,26,59,women,5000-metres,heats,2.0,Rachel CLIFF,CAN,32.0,18.77,38.96,58.87,1:18.79,1:38.34,1:56.90,2:16.17,2:35.37,2:54.16,3:12.85,3:31.38,3:49.63,4:08.70,4:27.31,4:45.79,5:05.00,5:23.47,5:41.39,5:59.50,6:17.44,6:35.48,6:53.20,7:12.41,7:31.57,7:50.98,8:09.99,8:29.22,8:48.06,9:06.97,9:25.43,9:44.76,10:03.52,10:21.80,10:39.44,10:57.79,11:16.38,11:35.20,11:53.99,12:12.88,12:31.33,12:50.43,13:09.69,13:28.85,13:47.89,14:07.05,14:26.21,14:45.15,15:03.95,15:22.97,15:41.27
outdoor,Doha (QAT),2019,2 October 2019,26,59,women,5000-metres,heats,2.0,Jessica JUDD,GBR,25.0,18.48,38.42,58.16,1:17.91,1:37.43,1:56.12,2:15.18,2:34.30,2:53.35,3:11.89,3:30.74,3:49.33,4:09.05,4:27.52,4:46.14,5:04.61,5:23.26,5:41.42,5:59.66,6:17.48,6:35.41,6:52.98,7:12.23,7:31.16,7:50.71,8:09.00,8:28.17,8:46.93,9:06.10,9:24.76,9:43.97,10:03.07,10:21.09,10:39.21,10:57.57,11:16.16,11:34.97,11:53.84,12:13.08,12:32.37,12:51.84,13:11.54,13:31.59,13:51.64,14:11.79,14:31.72,14:51.72,15:11.88,15:31.94,15:51.48
outdoor,Doha (QAT),2019,2 October 2019,26,59,women,5000-metres,heats,2.0,Valeriya ZHANDAROVA,GEO,26.0,19.53,39.59,59.50,1:18.85,1:38.34,1:56.52,2:15.79,2:35.35,2:54.64,3:12.96,3:31.41,3:49.81,4:09.26,4:27.67,4:46.47,5:05.17,5:23.98,5:42.11,6:00.44,6:18.61,6:37.48,6:56.20,7:15.22,7:34.07,7:53.20,8:12.10,8:31.25,8:50.25,9:09.53,9:28.64,9:48.02,10:07.38,10:26.82,10:45.93,11:05.54,11:25.20,11:44.84,12:04.33,12:24.02,12:43.56,13:03.29,13:22.81,13:42.80,14:02.26,14:21.55,14:40.20,14:59.20,15:17.69,15:35.68,15:52.11
outdoor,Doha (QAT),2019,2 October 2019,26,59,women,5000-metres,heats,2.0,Tomoka KIMURA,JPN,25.0,19.24,39.31,59.11,1:18.79,1:37.97,1:56.17,2:15.82,2:34.83,2:53.77,3:12.27,3:31.16,3:49.42,4:08.79,4:27.27,4:45.71,5:04.92,5:23.61,5:41.20,5:59.32,6:17.30,6:35.24,6:52.96,7:12.25,7:31.42,7:50.95,8:09.73,8:29.04,8:47.75,9:06.88,9:25.47,9:44.67,10:03.50,10:21.56,10:40.41,10:59.60,11:19.58,11:39.59,11:59.26,12:19.11,12:39.33,12:58.74,13:18.12,13:37.73,13:57.68,14:17.30,14:36.69,14:56.16,15:15.57,15:34.27,15:53.08
outdoor,Doha (QAT),2019,5 October 2019,27,71,women,5000-metres,final,1.0,Hellen OBIRI,KEN,30.0,18.17,35.64,53.09,1:10.88,1:28.53,1:46.64,2:04.55,2:22.28,2:39.67,2:56.90,3:14.82,3:32.94,3:50.89,4:08.93,4:27.11,4:45.35,5:02.46,5:18.96,5:35.55,5:52.48,6:09.41,6:26.53,6:43.67,7:00.86,7:18.27,7:35.76,7:52.56,8:09.65,8:26.90,8:44.37,9:02.09,9:20.32,9:38.20,9:56.24,10:14.23,10:32.35,10:50.45,11:08.78,11:26.85,11:45.06,12:02.64,12:20.29,12:37.61,12:54.93,13:12.09,13:28.31,13:42.95,13:57.16,14:11.63,14:26.72
