COMP_TYPE,COMP_LOC,YEAR,RACE_DATE,RACE_TEMP,RACE_HUMID,M_W,EVENT,STAGE,RACE_NB,ATHLETE_NAME,ATHLETE_COUNTRY,ATHLETE_AGE,100M,200M,300M,400M,500M,600M,700M,800M,900M,1000M,1100M,1200M,1300M,1400M,1500M,1600M,1700M,1800M,1900M,2000M,2100M,2200M,2300M,2400M,2500M,2600M,2700M,2800M,2900M,3000M,3100M,3200M,3300M,3400M,3500M,3600M,3700M,3800M,3900M,4000M,4100M,4200M,4300M,4400M,4500M,4600M,4700M,4800M,4900M,5000M,5100M,5200M,5300M,5400M,5500M,5600M,5700M,5800M,5900M,6000M,6100M,6200M,6300M,6400M,6500M,6600M,6700M,6800M,6900M,7000M,7100M,7200M,7300M,7400M,7500M,7600M,7700M,7800M,7900M,8000M,8100M,8200M,8300M,8400M,8500M,8600M,8700M,8800M,8900M,9000M,9100M,9200M,9300M,9400M,9500M,9600M,9700M,9800M,9900M,10000M
outdoor,Budapest (HUN),2023,20 August 2023,32,49,men,10000-metres,final,1.0,Zerei Kbrom MEZNGI,NOR,38.0,16.99,34.43,51.88,1:09.07,1:27.08,1:44.69,2:02.85,2:19.24,2:37.18,2:53.84,3:11.05,3:28.19,3:45.48,4:02.88,4:20.41,4:38.02,4:55.24,5:12.46,5:29.89,5:47.16,6:04.89,6:22.48,6:41.51,6:57.43,7:14.25,7:30.61,7:47.73,8:04.48,8:22.35,8:40.20,8:57.96,9:15.17,9:32.39,9:49.11,10:06.20,10:23.27,10:41.40,10:59.06,11:17.30,11:34.92,11:52.67,12:08.85,12:26.05,12:42.22,12:59.01,13:15.91,13:33.19,13:49.87,14:07.17,14:23.58,14:40.91,14:57.86,15:15.97,15:33.35,15:50.71,16:08.57,16:26.95,16:44.22,17:00.97,17:16.87,17:33.27,17:49.19,18:06.46,18:21.51,18:38.69,18:55.10,19:11.98,19:28.76,19:45.00,20:01.36,20:17.64,20:36.09,20:50.78,21:06.75,21:23.29,21:43.00,22:00.16,22:17.38,22:34.50,22:51.26,23:08.26,23:25.63,23:42.99,24:01.72,24:17.66,24:35.55,24:53.13,25:10.34,25:27.45,25:45.17,26:02.24,26:19.22,26:36.10,26:53.13,27:10.19,27:26.65,27:42.37,27:58.71,28:15.03,28:30.76
outdoor,Budapest (HUN),2023,20 August 2023,32,49,men,10000-metres,final,1.0,Merhawi MEBRAHTU,ERI,20.0,15.85,32.55,49.90,1:07.63,1:25.55,1:42.97,2:00.40,2:18.21,2:35.46,2:52.63,3:10.26,3:27.38,3:44.50,4:02.09,4:19.87,4:40.34,4:54.72,5:12.02,5:29.37,5:48.60,6:04.17,6:21.84,6:40.06,6:58.07,7:13.49,7:30.37,7:47.67,8:04.97,8:22.36,8:40.26,8:57.91,9:18.93,9:32.08,9:48.89,10:05.95,10:23.59,10:41.24,10:58.96,11:20.25,11:35.62,11:52.25,12:08.81,12:26.09,12:42.34,12:59.02,13:15.64,13:32.82,13:49.80,14:07.28,14:24.19,14:41.13,14:59.48,15:16.73,15:34.12,15:51.28,16:10.90,16:27.21,16:44.69,17:01.25,17:17.44,17:33.69,17:49.62,18:06.60,18:23.49,18:39.08,18:56.08,19:13.03,19:29.02,19:45.54,20:02.07,20:19.40,20:35.59,20:52.46,21:09.39,21:27.13,21:44.55,22:02.17,22:20.14,22:38.52,22:56.34,23:14.46,23:32.63,23:51.02,24:09.28,24:27.25,24:45.33,25:03.62,25:21.36,25:39.54,25:57.98,26:15.86,26:33.36,26:51.22,27:08.86,27:26.57,27:43.69,28:01.11,28:18.27,28:34.69,28:50.62
outdoor,Budapest (HUN),2023,20 August 2023,32,49,men,10000-metres,final,1.0,Joe KLECKER,USA,27.0,16.78,33.88,51.62,1:08.33,1:26.27,1:43.72,2:01.16,2:18.09,2:36.01,2:52.95,3:10.41,3:27.95,3:45.05,4:02.71,4:20.29,4:37.80,4:55.19,5:12.17,5:29.66,5:47.19,6:04.63,6:22.13,6:39.88,6:57.12,7:14.03,7:30.69,7:47.95,8:04.97,8:22.63,8:40.47,8:58.28,9:15.83,9:32.50,9:49.37,10:06.32,10:24.00,10:41.53,10:59.31,11:17.53,11:35.04,11:53.07,12:09.84,12:26.88,12:43.63,13:00.93,13:18.23,13:35.76,13:53.22,14:10.61,14:28.33,14:46.34,15:04.16,15:21.61,15:38.89,15:56.10,16:13.00,16:29.95,16:46.78,17:03.32,17:19.61,17:36.20,17:53.08,18:09.74,18:25.57,18:42.57,18:59.62,19:17.08,19:35.06,19:51.95,20:09.68,20:27.74,20:45.32,21:03.29,21:20.75,21:38.15,21:55.75,22:13.15,22:30.39,22:47.79,23:05.71,23:22.70,23:40.32,23:57.92,24:15.94,24:33.33,24:50.73,25:12.57,25:33.85,25:52.74,26:11.38,26:28.66,26:46.63,27:04.86,27:22.30,27:41.15,27:58.38,28:15.35,28:31.76,28:47.85,29:03.41
outdoor,Budapest (HUN),2023,20 August 2023,32,49,men,10000-metres,final,1.0,Nils VOIGT,GER,26.0,17.50,34.25,52.03,1:09.10,1:27.31,1:44.99,2:02.56,2:19.91,2:37.29,2:54.17,3:11.46,3:28.48,3:45.99,4:03.23,4:20.70,4:40.68,4:55.96,5:13.05,5:30.34,5:47.76,6:05.27,6:22.56,6:40.34,6:57.78,7:14.59,7:31.05,7:48.12,8:05.18,8:22.64,8:40.09,8:58.20,9:15.67,9:33.05,9:49.85,10:07.05,10:24.08,10:41.86,10:59.64,11:17.71,11:35.48,11:53.14,12:10.18,12:26.99,12:43.82,13:00.30,13:17.38,13:34.21,13:50.90,14:08.23,14:25.36,14:42.42,15:00.03,15:17.31,15:34.79,15:52.25,16:11.00,16:27.83,16:45.09,17:04.70,17:17.66,17:34.41,17:51.57,18:09.17,18:26.25,18:44.18,19:02.26,19:20.79,19:38.70,19:56.81,20:14.92,20:32.56,20:50.01,21:08.15,21:25.78,21:43.62,22:01.65,22:19.60,22:37.71,22:55.89,23:13.91,23:32.09,23:50.12,24:08.32,24:26.41,24:44.61,25:03.16,25:21.47,25:39.91,25:57.81,26:16.24,26:33.33,26:51.35,27:08.76,27:26.68,27:44.18,28:01.90,28:18.97,28:36.12,28:53.17,29:06.79
outdoor,Budapest (HUN),2023,20 August 2023,32,49,men,10000-metres,final,1.0,Rogers KIBET,UGA,20.0,17.40,34.06,51.69,1:08.65,1:26.45,1:44.12,2:01.46,2:18.68,2:36.37,2:53.26,3:10.35,3:27.35,3:44.35,4:01.67,4:19.21,4:36.87,4:54.35,5:11.51,5:29.02,5:46.61,6:03.93,6:21.32,6:39.56,6:56.72,7:13.65,7:30.36,7:47.13,8:04.22,8:21.86,8:39.74,8:57.48,9:14.49,9:31.64,9:48.50,10:05.52,10:23.53,10:41.06,10:58.83,11:16.93,11:33.92,11:51.08,12:07.78,12:24.81,12:41.13,12:58.04,13:14.79,13:31.80,13:49.33,14:06.05,14:23.51,14:41.25,14:58.80,15:16.71,15:34.11,15:51.43,16:08.84,16:26.79,16:44.14,17:01.18,17:17.88,17:34.55,17:51.10,18:08.37,18:25.01,18:42.37,18:59.99,19:18.12,19:35.56,19:52.91,20:10.53,20:28.54,20:46.26,21:04.19,21:21.91,21:40.14,21:58.16,22:16.64,22:34.80,22:53.16,23:11.34,23:29.50,23:47.65,24:06.12,24:24.29,24:42.86,25:01.20,25:19.64,25:38.19,25:56.57,26:15.19,26:33.25,26:51.79,27:09.07,27:26.84,27:44.12,28:01.69,28:19.00,28:35.81,28:52.99,29:10.07
outdoor,Oregon (USA),2022,16 July 2022,20,76,women,10000-metres,final,1.0,Letesenbet GIDEY,ETH,24.0,18.66,37.53,57.08,1:16.26,1:35.20,1:53.58,2:12.75,2:30.40,2:48.45,3:05.98,3:24.19,3:42.36,4:00.57,4:18.65,4:36.81,4:55.45,5:14.11,5:32.72,5:51.28,6:10.11,6:28.74,6:47.14,7:05.50,7:23.74,7:42.31,8:00.58,8:18.49,8:36.78,8:55.15,9:13.12,9:31.50,9:49.58,10:08.23,10:26.48,10:44.49,11:02.73,11:21.27,11:39.86,11:58.01,12:16.53,12:35.23,12:53.10,13:11.79,13:29.49,13:48.20,14:06.57,14:24.46,14:43.21,15:01.78,15:19.78,15:38.82,15:56.66,16:15.63,16:34.24,16:53.60,17:12.43,17:30.99,17:49.72,18:08.24,18:27.17,18:46.04,19:04.54,19:22.43,19:40.88,19:59.93,20:17.52,20:36.09,20:53.99,21:12.03,21:29.75,21:47.59,22:05.36,22:23.27,22:40.90,22:58.97,23:16.81,23:34.40,23:51.79,24:09.29,24:26.86,24:44.70,25:02.89,25:20.80,25:38.02,25:55.57,26:13.61,26:31.72,26:49.51,27:07.47,27:24.96,27:43.06,28:00.14,28:17.72,28:35.17,28:52.43,29:09.13,29:25.37,29:40.35,29:55.31,30:09.94
outdoor,Oregon (USA),2022,16 July 2022,20,76,women,10000-metres,final,1.0,Hellen OBIRI,KEN,33.0,19.25,38.07,57.05,1:15.72,1:34.42,1:52.78,2:11.69,2:29.85,2:47.71,3:05.61,3:23.52,3:41.56,3:59.83,4:17.88,4:36.10,4:54.72,5:13.43,5:32.00,5:50.44,6:09.13,6:27.83,6:46.17,7:04.60,7:22.99,7:41.50,7:59.42,8:17.62,8:35.94,8:54.35,9:12.19,9:30.54,9:48.73,10:07.35,10:25.63,10:43.71,11:02.10,11:20.77,11:38.86,11:57.07,12:15.46,12:34.30,12:52.48,13:10.75,13:28.88,13:47.38,14:05.58,14:24.23,14:42.61,15:01.24,15:19.43,15:38.21,15:56.47,16:15.49,16:34.11,16:52.82,17:11.61,17:30.26,17:48.86,18:07.43,18:26.18,18:44.88,19:03.31,19:21.93,19:40.70,19:59.38,20:17.76,20:36.18,20:54.23,21:12.20,21:29.97,21:47.79,22:05.42,22:23.18,22:40.87,22:59.04,23:16.98,23:34.57,23:51.90,24:09.47,24:26.84,24:44.65,25:02.78,25:20.85,25:38.17,25:55.72,26:13.67,26:31.86,26:49.50,27:07.36,27:24.98,27:42.80,28:00.08,28:17.62,28:35.19,28:52.45,29:09.06,29:25.39,29:40.40,29:55.40,30:10.02
outdoor,Oregon (USA),2022,16 July 2022,20,76,women,10000-metres,final,1.0,Margaret Chelimo KIPKEMBOI,KEN,29.0,18.84,37.64,57.45,1:16.30,1:35.66,1:54.34,2:13.57,2:31.49,2:49.97,3:07.10,3:25.51,3:43.48,4:01.81,4:19.85,4:37.69,4:55.84,5:14.61,5:33.38,5:51.91,6:10.57,6:29.29,6:47.61,7:06.02,7:24.52,7:42.96,8:01.06,8:19.12,8:37.33,8:55.73,9:13.61,9:31.92,9:50.08,10:08.83,10:26.72,10:44.75,11:03.45,11:21.92,11:40.29,11:58.56,12:16.99,12:35.38,12:53.34,13:11.96,13:29.72,13:48.42,14:06.91,14:25.26,14:43.41,15:02.02,15:19.93,15:38.90,15:56.88,16:15.63,16:34.24,16:53.31,17:12.13,17:30.76,17:49.36,18:07.95,18:26.72,18:45.46,19:03.95,19:22.43,19:40.62,19:59.55,20:17.57,20:36.21,20:54.19,21:12.23,21:30.00,21:47.76,22:05.67,22:23.58,22:40.90,22:59.27,23:17.08,23:34.67,23:52.11,24:09.64,24:26.99,24:44.84,25:03.00,25:20.91,25:38.36,25:55.92,26:13.88,26:32.01,26:49.59,27:07.59,27:25.06,27:43.14,28:00.25,28:17.87,28:35.33,28:52.78,29:09.06,29:25.37,29:40.70,29:55.56,30:10.07
outdoor,Oregon (USA),2022,16 July 2022,20,76,women,10000-metres,final,1.0,Sifan HASSAN,NED,30.0,19.79,38.67,58.08,1:17.06,1:36.15,1:54.62,2:13.40,2:31.32,2:49.78,3:07.02,3:25.31,3:43.34,4:01.56,4:19.69,4:37.79,4:56.30,5:15.26,5:34.12,5:52.62,6:11.44,6:30.13,6:48.13,7:06.63,7:25.20,7:43.56,8:01.59,8:19.89,8:37.96,8:56.50,9:14.41,9:32.69,9:50.47,10:09.11,10:25.18,10:45.47,11:03.97,11:22.40,11:40.73,11:59.11,12:17.36,12:36.17,12:54.17,13:12.41,13:30.24,13:48.74,14:07.08,14:25.67,14:43.92,15:01.49,15:19.28,15:39.29,15:56.80,16:15.64,16:34.24,16:54.08,17:12.88,17:31.49,17:50.05,18:08.83,18:27.28,18:46.32,19:04.61,19:22.32,19:41.17,20:00.18,20:17.89,20:36.08,20:55.29,21:13.21,21:30.93,21:48.31,22:06.45,22:24.56,22:40.82,23:00.03,23:17.72,23:35.39,23:51.84,24:10.36,24:26.73,24:45.41,25:03.47,25:20.77,25:39.22,25:56.87,26:14.39,26:32.44,26:50.11,27:07.28,27:25.54,27:43.52,28:00.67,28:18.31,28:35.72,28:53.18,29:09.31,29:25.44,29:40.62,29:55.44,30:10.56
outdoor,Oregon (USA),2022,16 July 2022,20,76,women,10000-metres,final,1.0,Rahel DANIEL,ERI,21.0,19.21,38.24,58.04,1:16.98,1:36.32,1:54.73,2:13.81,2:32.14,2:50.93,3:08.02,3:26.36,3:43.61,4:02.06,4:20.21,4:37.99,4:56.45,5:15.53,5:34.30,5:52.88,6:11.72,6:30.63,6:48.58,7:07.19,7:25.64,7:44.03,8:01.98,8:20.45,8:38.46,8:57.00,9:14.78,9:33.16,9:51.13,10:09.39,10:26.53,10:45.80,11:04.10,11:22.58,11:40.91,11:59.39,12:17.65,12:36.36,12:54.45,13:12.97,13:30.44,13:49.07,14:07.17,14:25.82,14:44.13,15:00.73,15:19.67,15:39.70,15:56.70,16:15.84,16:34.46,16:54.43,17:13.21,17:31.80,17:50.30,18:09.07,18:27.66,18:46.46,19:05.14,19:22.23,19:41.00,20:00.62,20:17.45,20:36.08,20:55.43,21:12.93,21:31.06,21:47.68,22:06.10,22:24.04,22:40.82,22:59.60,23:17.29,23:34.89,23:52.21,24:09.83,24:26.73,24:45.00,25:03.14,25:20.77,25:38.72,25:56.59,26:14.03,26:32.29,26:49.85,27:07.83,27:25.26,27:43.40,28:00.48,28:18.01,28:35.58,28:52.94,29:09.31,29:25.44,29:40.38,29:56.83,30:12.15
outdoor,Oregon (USA),2022,16 July 2022,20,76,women,10000-metres,final,1.0,Ejgayehu TAYE,ETH,22.0,19.77,38.65,58.26,1:17.17,1:36.46,1:54.93,2:13.99,2:32.30,2:50.82,3:08.20,3:26.20,3:43.28,4:01.47,4:19.28,4:37.45,4:55.69,5:14.28,5:32.80,5:51.47,6:10.25,6:28.89,6:47.24,7:05.62,7:24.01,7:42.57,8:00.66,8:18.68,8:36.96,8:55.43,9:13.20,9:31.58,9:49.78,10:08.43,10:26.53,10:44.58,11:03.05,11:21.54,11:39.94,11:58.14,12:16.64,12:34.95,12:53.03,13:11.41,13:29.34,13:47.87,14:06.19,14:24.62,14:42.89,15:01.49,15:19.67,15:38.44,15:56.80,16:15.64,16:34.24,16:53.27,17:12.10,17:30.69,17:49.31,18:07.88,18:26.68,18:45.39,19:03.77,19:22.23,19:40.50,19:59.32,20:17.45,20:36.08,20:54.10,21:12.09,21:29.81,21:47.68,22:05.32,22:23.10,22:40.82,22:58.92,23:16.89,23:34.46,23:51.84,24:09.38,24:26.73,24:44.57,25:02.71,25:20.77,25:38.11,25:55.65,26:13.61,26:31.80,26:49.29,27:07.28,27:24.92,27:42.71,27:59.97,28:17.55,28:35.11,28:52.63,29:09.31,29:25.44,29:40.38,29:55.95,30:12.45
outdoor,Oregon (USA),2022,16 July 2022,20,76,women,10000-metres,final,1.0,Caroline Chepkoech KIPKIRUI,KAZ,28.0,19.03,37.97,57.65,1:16.53,1:35.55,1:53.22,2:12.08,2:30.23,2:48.07,3:05.68,3:23.64,3:41.71,3:59.95,4:17.99,4:36.25,4:54.94,5:13.57,5:32.12,5:50.70,6:09.47,6:28.09,6:46.40,7:04.84,7:23.24,7:41.73,7:59.73,8:17.86,8:36.27,8:54.59,9:12.40,9:30.80,9:48.97,10:07.57,10:25.81,10:43.96,11:02.36,11:20.95,11:39.21,11:57.32,12:15.74,12:34.46,12:52.73,13:10.98,13:28.80,13:47.20,14:05.54,14:24.04,14:42.41,15:01.08,15:19.66,15:38.15,15:56.66,16:15.63,16:34.91,16:53.08,17:11.78,17:30.47,17:49.02,18:07.64,18:26.42,18:45.14,19:03.59,19:22.16,19:40.84,19:59.62,20:17.76,20:36.52,20:54.38,21:12.38,21:30.10,21:47.89,22:05.52,22:23.36,22:40.97,22:59.17,23:16.94,23:34.56,23:51.92,24:09.49,24:27.41,24:44.87,25:03.05,25:21.19,25:38.47,25:56.01,26:13.87,26:32.08,26:49.73,27:07.61,27:25.21,27:43.28,28:00.39,28:17.99,28:35.49,28:53.09,29:09.66,29:25.90,29:41.19,30:02.07,30:17.64
outdoor,Oregon (USA),2022,16 July 2022,20,76,women,10000-metres,final,1.0,Bosena MULATIE,ETH,21.0,19.58,38.36,58.43,1:15.41,1:36.62,1:55.09,2:14.16,2:31.87,2:50.62,3:07.95,3:26.11,3:43.39,4:01.74,4:19.58,4:37.63,4:56.25,5:14.53,5:33.13,5:51.64,6:10.48,6:29.05,6:47.36,7:05.82,7:24.20,7:42.84,8:00.99,8:19.02,8:37.08,8:55.57,9:13.27,9:31.76,9:49.94,10:08.65,10:26.79,10:44.75,11:03.30,11:21.80,11:40.17,11:58.44,12:16.76,12:35.48,12:53.74,13:12.25,13:30.05,13:48.60,14:06.61,14:25.18,14:43.49,15:01.95,15:19.78,15:39.00,15:56.70,16:15.63,16:34.24,16:53.81,17:12.10,17:31.22,17:49.73,18:08.57,18:26.68,18:45.86,19:04.28,19:22.43,19:41.11,20:00.19,20:17.88,20:36.35,20:54.76,21:12.76,21:30.46,21:48.06,22:05.86,22:23.92,22:40.82,22:59.43,23:17.36,23:34.96,23:52.11,24:09.81,24:27.20,24:45.16,25:03.38,25:20.77,25:38.60,25:56.48,26:14.47,26:32.59,26:50.23,27:07.83,27:25.90,27:43.63,28:00.83,28:18.66,28:36.20,28:53.83,29:09.61,29:25.44,29:40.38,30:01.93,30:17.77
outdoor,Oregon (USA),2022,16 July 2022,20,76,women,10000-metres,final,1.0,Karissa SCHWEIZER,USA,26.0,18.59,37.45,57.18,1:15.81,1:34.52,1:52.91,2:11.86,2:29.94,2:47.80,3:05.82,3:23.90,3:41.96,4:00.19,4:18.11,4:36.48,4:55.17,5:13.76,5:31.45,5:50.94,6:09.80,6:28.44,6:46.70,7:05.13,7:23.48,7:42.05,8:00.03,8:18.10,8:36.48,8:54.88,9:12.42,9:31.13,9:49.30,10:07.82,10:26.06,10:44.13,11:02.54,11:21.13,11:39.52,11:57.51,12:15.87,12:34.69,12:52.84,13:11.15,13:29.12,13:47.71,14:05.99,14:24.46,14:42.85,15:01.60,15:19.78,15:38.40,15:56.66,16:15.63,16:34.24,16:53.00,17:11.86,17:30.54,17:49.10,18:07.72,18:26.49,18:45.22,19:03.75,19:22.23,19:40.82,19:59.75,20:17.45,20:36.08,20:54.55,21:12.48,21:30.18,21:47.68,22:05.95,22:24.22,22:40.82,22:59.69,23:17.62,23:35.13,23:51.84,24:10.02,24:26.73,24:44.57,25:03.82,25:20.77,25:39.34,25:57.12,26:14.65,26:32.79,26:50.42,27:07.28,27:25.95,27:43.70,28:01.07,28:18.82,28:36.23,28:52.63,29:09.31,29:25.44,29:40.38,30:01.97,30:18.05
outdoor,Oregon (USA),2022,16 July 2022,20,76,women,10000-metres,final,1.0,Ririka HIRONAKA,JPN,22.0,18.06,36.97,56.33,1:15.41,1:33.92,1:52.58,2:11.01,2:29.13,2:46.92,3:04.80,3:22.68,3:40.79,3:59.07,4:17.19,4:35.36,4:54.06,5:12.87,5:31.45,5:50.04,6:08.84,6:27.50,6:45.95,7:04.28,7:22.56,7:41.14,7:59.17,8:17.18,8:35.52,8:53.96,9:11.87,9:30.14,9:48.38,10:06.98,10:25.18,10:43.28,11:01.67,11:20.30,11:38.61,11:56.68,12:15.07,12:33.84,12:52.13,13:10.32,13:28.38,13:46.84,14:05.09,14:23.57,14:42.00,15:00.73,15:19.28,15:38.03,15:56.70,16:15.64,16:34.24,16:52.92,17:11.69,17:30.37,17:48.96,18:07.52,18:26.30,18:45.02,19:03.61,19:22.32,19:41.00,19:59.89,20:17.89,20:36.73,20:55.01,21:12.93,21:30.35,21:48.31,22:06.20,22:24.37,22:42.23,23:00.13,23:17.99,23:35.90,23:53.87,24:12.02,24:30.77,24:49.70,25:08.76,25:27.54,25:45.79,26:04.32,26:23.21,26:41.98,27:00.42,27:18.95,27:37.29,27:55.84,28:14.37,28:33.54,28:52.59,29:11.77,29:30.42,29:48.17,30:05.57,30:22.84,30:39.71
outdoor,Oregon (USA),2022,17 July 2022,21,59,men,10000-metres,final,1.0,Joshua CHEPTEGEI,UGA,26.0,16.70,34.63,50.80,1:07.09,1:23.29,1:40.14,1:56.60,2:13.37,2:29.74,2:46.40,3:02.78,3:19.23,3:35.70,3:52.16,4:08.89,4:25.16,4:41.72,4:59.05,5:15.86,5:32.23,5:48.99,6:05.66,6:22.56,6:38.98,6:55.98,7:12.63,7:29.80,7:46.81,8:03.29,8:20.24,8:37.27,8:54.11,9:11.15,9:28.55,9:45.97,10:02.89,10:19.62,10:36.73,10:54.43,11:11.53,11:28.24,11:45.54,12:03.04,12:20.27,12:37.44,12:54.57,13:11.82,13:28.68,13:44.43,14:01.40,14:19.15,14:36.28,14:52.46,15:08.66,15:24.60,15:40.51,15:56.68,16:12.25,16:28.80,16:44.62,17:01.10,17:17.56,17:33.72,17:49.68,18:06.70,18:23.55,18:40.18,18:56.73,19:13.48,19:29.87,19:46.47,20:03.01,20:19.89,20:36.83,20:53.65,21:10.23,21:27.06,21:44.18,22:01.28,22:18.21,22:34.95,22:51.97,23:08.99,23:25.69,23:42.50,23:58.55,24:14.39,24:30.21,24:45.71,25:01.71,25:18.18,25:33.98,25:49.68,26:04.75,26:19.91,26:34.04,26:47.67,27:00.95,27:14.23,27:27.43
outdoor,Oregon (USA),2022,17 July 2022,21,59,men,10000-metres,final,1.0,Stanley Waithaka MBURU,KEN,22.0,16.54,35.01,52.93,1:08.31,1:25.03,1:41.57,1:58.56,2:15.01,2:31.27,2:47.77,3:04.44,3:20.55,3:37.20,3:53.76,4:10.49,4:26.89,4:43.25,5:00.09,5:17.06,5:33.33,5:50.32,6:07.27,6:23.80,6:40.34,6:57.36,7:14.23,7:31.03,7:47.80,8:04.68,8:21.52,8:38.53,8:54.58,9:11.89,9:29.26,9:46.64,10:03.48,10:20.41,10:37.21,10:54.89,11:12.14,11:28.84,11:46.07,12:03.58,12:20.66,12:37.80,12:55.10,13:12.18,13:29.26,13:44.95,14:01.85,14:19.54,14:36.63,14:52.98,15:09.26,15:25.40,15:41.14,15:57.30,16:13.12,16:29.50,16:45.28,17:01.78,17:18.32,17:34.61,17:50.64,18:07.42,18:24.35,18:41.00,18:57.28,19:14.09,19:30.32,19:47.16,20:03.55,20:20.40,20:37.58,20:54.34,21:10.76,21:27.69,21:44.78,22:01.94,22:18.64,22:35.58,22:52.50,23:09.68,23:26.30,23:43.68,24:00.17,24:15.22,24:30.49,24:45.99,25:01.83,25:18.04,25:33.65,25:49.17,26:04.61,26:19.57,26:34.13,26:47.96,27:01.26,27:14.55,27:27.90
outdoor,Oregon (USA),2022,17 July 2022,21,59,men,10000-metres,final,1.0,Jacob KIPLIMO,UGA,22.0,16.98,34.51,52.59,1:07.91,1:24.18,1:40.95,1:57.70,2:14.25,2:30.57,2:47.33,3:03.84,3:20.07,3:36.70,3:53.28,4:09.88,4:26.35,4:42.83,4:59.80,5:16.75,5:33.11,5:50.05,6:07.18,6:23.66,6:39.96,6:57.26,7:14.00,7:30.76,7:47.60,8:04.65,8:21.14,8:38.32,8:54.86,9:12.25,9:29.94,9:47.31,10:04.04,10:20.95,10:37.91,10:55.53,11:12.91,11:29.94,11:46.90,12:04.38,12:21.07,12:38.19,12:55.42,13:12.77,13:29.60,13:45.93,14:02.43,14:19.24,14:35.53,14:51.64,15:07.91,15:23.94,15:40.00,15:56.08,16:12.07,16:28.25,16:44.45,17:00.98,17:17.32,17:33.46,17:49.50,18:06.89,18:23.91,18:40.37,18:57.05,19:13.78,19:30.17,19:46.86,20:03.34,20:20.28,20:37.23,20:53.96,21:10.58,21:27.43,21:44.50,22:01.67,22:18.43,22:35.37,22:52.18,23:09.37,23:26.10,23:43.47,23:59.53,24:14.87,24:30.47,24:46.06,25:02.12,25:18.54,25:34.11,25:49.90,26:05.01,26:20.21,26:34.37,26:48.06,27:01.34,27:14.64,27:27.97
outdoor,Oregon (USA),2022,17 July 2022,21,59,men,10000-metres,final,1.0,Grant FISHER,USA,25.0,15.94,33.25,50.31,1:06.85,1:23.01,1:39.89,1:56.41,2:12.91,2:29.40,2:45.88,3:02.49,3:18.79,3:35.31,3:51.94,4:08.54,4:24.84,4:41.59,4:58.78,5:15.55,5:31.91,5:48.66,6:05.41,6:22.28,6:38.84,6:55.68,7:12.55,7:29.55,7:46.60,8:03.56,8:20.50,8:37.61,8:54.36,9:11.50,9:28.88,9:46.27,10:03.20,10:20.23,10:37.40,10:55.07,11:12.32,11:29.01,11:46.30,12:03.90,12:21.21,12:38.29,12:55.31,13:12.40,13:29.35,13:45.34,14:02.31,14:19.74,14:36.82,14:53.33,15:09.55,15:25.95,15:41.60,15:57.74,16:13.64,16:29.78,16:45.41,17:01.96,17:18.62,17:34.81,17:50.81,18:07.51,18:24.53,18:41.26,18:57.55,19:14.33,19:30.70,19:47.32,20:03.81,20:20.59,20:37.70,20:54.53,21:10.99,21:27.96,21:45.01,22:02.16,22:18.89,22:35.82,22:52.68,23:09.83,23:26.42,23:43.77,23:59.63,24:15.07,24:30.63,24:46.27,25:02.02,25:18.44,25:34.08,25:49.78,26:04.89,26:20.11,26:34.27,26:48.18,27:01.42,27:14.93,27:28.14
outdoor,Oregon (USA),2022,17 July 2022,21,59,men,10000-metres,final,1.0,Selemon BAREGA,ETH,22.0,17.53,35.05,53.12,1:08.89,1:25.87,1:42.25,1:59.47,2:15.59,2:32.10,2:48.28,3:05.21,3:20.95,3:37.71,3:54.20,4:11.03,4:27.22,4:43.87,5:00.64,5:17.63,5:34.03,5:51.03,6:07.95,6:24.65,6:41.15,6:58.21,7:15.09,7:31.88,7:48.43,8:05.48,8:22.07,8:38.21,8:54.17,9:11.43,9:28.80,9:46.19,10:03.14,10:20.06,10:36.97,10:54.75,11:12.13,11:28.86,11:46.07,12:03.68,12:20.99,12:38.12,12:55.07,13:12.23,13:28.45,13:44.19,14:01.33,14:19.08,14:36.09,14:52.51,15:08.97,15:25.23,15:40.83,15:57.04,16:13.06,16:29.30,16:44.81,17:01.36,17:17.77,17:34.03,17:49.81,18:07.06,18:23.96,18:40.61,18:56.85,19:13.61,19:29.88,19:46.63,20:03.11,20:19.98,20:37.08,20:53.85,21:10.35,21:27.13,21:44.27,22:01.44,22:18.33,22:35.13,22:52.00,23:09.13,23:25.87,23:42.93,23:58.95,24:14.60,24:30.32,24:45.78,25:01.67,25:18.02,25:33.67,25:49.36,26:04.67,26:20.01,26:34.18,26:47.78,27:01.01,27:14.43,27:28.39
